Original,Prediction,Simplified sentences
below are some useful links to facilitate your involvement . <eos>,the are of the time of the main of the main area . <eos>,below are some useful links to help your involvement . <eos>
oregano is an indispensable ingredient in greek cuisine . <eos>,this is an large of the united of the united states . <eos>,oregano is a necessary ingredient in greek cuisine . <eos>
"as of 2000 , the population was 89,148 . <eos>","as of 2000 , the population was founded in the population . <eos>","in the year 2000 , the population was 89,148 . <eos>"
take the square root of the variance . <eos>,the first school of the world of the world of the world . <eos>,take the square root of the variance . <eos>
the female equivalent is a daughter . <eos>,the name of the same is a part of the same . <eos>,the female equivalent is a daughter . <eos>
"the company opened twice as many canadian outlets as mcdonald 's "" wendy 's confirms tim hortons ipo by march "" , ottawa business journal , december 1 , 2005 , and system-wide sales also surpassed those of mcdonald 's canadian operations as of 2002 . <eos>",the band was a son of the national band . <eos>,"the company opened two times as many restaurants in canada as mcdonald 's "" wendy 's confirms tim hortons ipo by march "" , ottawa business journal , december 1 , 2005 , and sales throughout the company were also greater than those of mcdonald 's canadian business as of 2002 . <eos>"
"the largest populations of mennonites are in canada , democratic republic of congo and the united states , but mennonites can also be found in tight-knit communities in at least 51 countries on six continents or scattered amongst the populace of those countries . <eos>","the largest of the largest of the largest of the united states , but is a in physiology in at least . <eos>","the largest populations of mennonites are in canada , democratic republic of congo and the united states . mennonites also live in close communities in at least 51 countries on six continents , or scattered throughout the populations of those countries . <eos>"
"you may add a passage of up to five words as a front-cover text , and a passage of up to 25 words as a back-cover text , to the end of the list of cover texts in the modified version . <eos>",he was a large of a area known as a variety . <eos>,you may add a passage of up to five words as a front-cover text and a passage of up to 25 words as a back-cover text to the end of the list of cover texts . <eos>
"the kindle 2 features 16-level grayscale display , improved battery life , 20 percent faster page-refreshing , a text-to-speech option to read the text aloud , and overall thickness reduced from 0.8 to 0.36 inches -lrb- 9.1 millimeters -rrb- . <eos>",the first first not not not the first . <eos>,"the kindle 2 features grayscale display , improved battery life , and overall thickness reduced . <eos>"
"jurisdiction draws its substance from public international law , conflict of laws , constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society . <eos>",the name of the river and the river of the river and the river of the river and the river of the river and the river of the river and the oldest of the river and the united of its group of its group . <eos>,"power moves towards its material from community national boundaries , opposition of laws , organizational law and ability of the administrative and creative offshoots of government to assign support to best serve the needs of its native society . <eos>"
"later , esperanto speakers began to see the language and the culture that had grown up around it as ends in themselves , even if esperanto is never adopted by the united nations or other international organizations . <eos>","later , the first is a first of government as the first of government as the united of government . <eos>","later , esperanto speakers started to see the language and culture that had grown up around it as ends in themselves , though esperanto is never accepted by the united nations of other international organizations . <eos>"
"summerslam -lrb- 2009 -rrb- is an upcoming professional wrestling pay-per-view event produced by world wrestling entertainment -lrb- wwe -rrb- , which will take place on august 23 , 2009 at staples center in los angeles , california . <eos>",it is an number professional national team . <eos>,"summerslam -lrb- 2009 -rrb- is an upcoming professional wrestling pay-per-view event produced by world wrestling entertainment -lrb- wwe -rrb- , which will take place on august 23 , 2009 at staples center in los angeles , california . <eos>"
"macgruber starts asking for simple objects to make something to defuse the bomb , but he is later distracted by something -lrb- usually involving his personal life -rrb- that makes him run out of time . <eos>",he is later by by by by by by by by by by by by by by by by by by which he had his father of time . <eos>,macgruber asked for many items to help shut the bomb off but he was distracted and ran out of time . <eos>
"eva anna paula braun , died eva anna paula hitler -lrb- 6 february 1912 - 30 april 1945 -rrb- was the longtime companion and , for a brief time , wife of adolf hitler . <eos>",he plays in the 1950s of the 1950s of the 1950s of the state of the united states of the state of the united states of the state of the united states of the united states of the united states of the united states of the united states of the united states of<eos>,"eva anna paula braun , died eva anna paula hitler -lrb- 6 february 1912 - 30 april 1945 -rrb- was the longtime companion and , for a brief time , wife of adolf hitler . <eos>"
"in the years before his final release in 1474 , when he began preparations for the reconquest of wallachia , vlad resided with his new wife in a house in the hungarian capital . <eos>",in the first period his most of the world . <eos>,"in the years before his final release in 1474 , when he began preparations for the reconquest of wallachia , vlad resided with his new wife in a house in the hungarian capital . <eos>"
"he came from a musical family ; his mother , larue , was an administrative assistant and singer , and his father , keith brion , was a band director at yale . <eos>","he had an canadian family , his father , he was an american family at june , and his father , he had a band minister at june . <eos>","his was a musical family , as his mother , larue , was a secretary and singer , while his father , keith brion , was a band director at yale . <eos>"
reflection nebulae are usually blue because the scattering is more efficient for blue light than red -lrb- this is the same scattering process that gives us blue skies and red sunsets -rrb- . <eos>,it is also located for the same . <eos>,reflection nebulae are commonly blue because the scattering is more powerful for blue light than red -lrb- this is the same reason for the sky appears in blue and the sunset in red colors <eos>
"in late 2004 , suleman made headlines by cutting howard stern 's radio show from four citadel stations , citing stern 's frequent discussions regarding his upcoming move to sirius satellite radio . <eos>","in the may , he has been made from the national of the national year from the national of the time . <eos>","in late 2004 , suleman made headlines by cutting howard stern 's radio direct relay from four citadel stations , citing stern 's frequent discussions regarding his upcoming move to sirius satellite radio . <eos>"
val venis defeated rikishi in a steel cage match to retain the wwf intercontinental championship -lrb- 14:10 -rrb- venis pinned rikishi after tazz hit rikishi with a tv camera . <eos>,the world series had the world series championship -lrb- m.d. -rrb- . <eos>,"val venis defeated rikishi in a steel cage match to keep is wwf intercontinental championship , venis pinned rikishi after tazz hit rikishi with a t.v camera . <eos>"
britpop emerged from the british independent music scene of the early 1990s and was characterised by bands influenced by british guitar pop music of the 1960s and 1970s . <eos>,the british of the early of the early of the early of the early . <eos>,britpop emerged from the british independent music scene of the early 1990s and was characterised by bands influenced by british guitar pop music of the 1960s and 1970s . <eos>
"however travel through very remote areas , on isolated tracks , requires advance planning and a suitable , reliable vehicle -lrb- usually a four wheel drive -rrb- . <eos>","the new of the new year of the system , the "" has been the same of the same of the same of the same of the same . <eos>","however , travel through very remote areas , on isolated tracks , requires advance planning and a suitable , reliable vehicle -lrb- usually a four wheel drive -rrb- . <eos>"
roof tiles dating back to the tang dynasty with this symbol have been found west of the ancient city of chang ' an -lrb- modern-day xian -rrb- . <eos>,the first of the early city of the district city of the district city of the district city of the district city of the district city of the district city of the district city of the district city of france . <eos>,roof tiles during tang dynasty with this symbol have been found west of the ancient city of chang ' an or modern-day xian . <eos>
"he followed this with several other pieces about hiawatha : the death of minnehaha , overture to the song of hiawatha and hiawatha 's departure . <eos>",he are made . <eos>,"he followed this with other pieces about hiawatha : the death of minnehaha , overture to the song of hiawatha and hiawatha 's departure . <eos>"
"jeanne marie-madeleine demessieux -lrb- february 13 , 1921 november 11 , 1968 -rrb- , was a french organist , pianist , composer , and pedagogue . <eos>","he was a french , and american . <eos>","jeanne marie-madeleine demessieux was a french organist , pianist , composer and pedagogue . <eos>"
"alternative views on the subject have been proposed throughout the centuries -lrb- see below -rrb- , but all were rejected by mainstream christian bodies . <eos>","the history 's been 15 , the town -lrb- also december -rrb- , but all were been about by time october . <eos>","different views on the subject have been brought up over the centuries -lrb- see below -rrb- , but all were rejected by mainstream christian bodies , <eos>"
most irc servers do not require users to register an account but a user will have to set a nickname before being connected . <eos>,most websites <eos>,most irc servers only require a user to set a nickname . <eos>
"eugowra is said to be named after the indigenous australian word meaning "" the place where the sand washes down the hill "" . <eos>",it is known after the district of the city of the city of the city of the city of the city of the city of the river . <eos>,"eugowra is said to be named after the indigenous australian word meaning "" the place where the sand washes down the hill "" . <eos>"
"seventy-five defencemen are in the hall of fame , more than any other current position , while only 35 goaltenders have been inducted . <eos>",he is made at other team . <eos>,"out of seventy-five defencemen in the hall of fame , only 35 goaltenders have been inducted . <eos>"
"origin irmo was chartered on christmas eve in 1890 in response to the opening of the columbia , newberry and laurens railroad . <eos>","after the name of the series , and the name of the series , and the name of the series , and the name of the legislative , and the first of the legislative , and the first of the legislative , and the first of the legislative , and the first of<eos>","origin irmo was rented on christmas eve in 1890 in response to the opening of the columbia , newberry and laurens railway line . <eos>"
"this was substantially complete when messiaen died , and yvonne loriod undertook the final movement 's orchestration with advice from george benjamin . <eos>","this was also the first first 's degree , and the first first 's been been the same from george . <eos>","this was substantially complete when messiaen died , and yvonne loriod undertook the final movement 's of orchestration with advice from george benjamin . <eos>"
"terms such as "" undies "" for underwear and "" movie "" for "" moving picture "" are oft-heard terms in english . <eos>","they such as "" "" "" for "" his father . <eos>","words like undies , movie , are oft-heard terms in english . <eos>"
"the lawyer , brandon -lrb- waise lee -rrb- , became his idol , and mk sun grew up to be a lawyer . <eos>","the most , is his american of the game . <eos>",the lawyer brandon -lrb- waise lee -rrb- was his idol as mk sun grew up to be a lawyer . <eos>
"isbn 1-876429-14-3 is an historic township located near cowra in the central west of new south wales , australia in cabonne shire . <eos>","it is an american of new south , north in the central of new south , north in the central of new south , north in the central of new south , north in the west of new south , north , australia in the united states . <eos>","isbn 1-876429-14-3 is an historic suburb located near cowra in the central west of new south wales , australia in cabonne shire . <eos>"
dry air wrapping around the southern periphery of the cyclone eroded most of the deep convection by early on september 12 . <eos>,the southern is the most of the world of the world of the world . <eos>,"early september 12 , dry air wrapping around the southern area of the cyclone caused most of the heat to leave . <eos>"
"usually portrayed as being bald , with long whiskers , he is said to be an incarnation of the southern polestar . <eos>","the series of the "" age , with a lot , he is known to be an eccentricity of the southern sides . <eos>","usually portrayed as being bald , with long whiskers , he is said to be an incarnation of the southern polestar . <eos>"
this closely resembles the unix philosophy of having multiple programs each doing one thing well and working together over universal interfaces . <eos>,this of the song of the song of the song of the band of the band one of the band . <eos>,this looks like the unix idea of having several programs with each doing one thing and working together . <eos>
"shi ' a muslims consider karbala to be one of their holiest cities after mecca , medina , jerusalem and najaf . <eos>",it is one of their own of their own of their inclination of their city of their inclination . <eos>,"shi'a muslims consider karbala to be one of their holiest cities after mecca , medina , jerusalem and najaf . <eos>"
some articles are quite lengthy and rich in content while others are shorter -lrb- possibly stubs -rrb- and of lesser quality . <eos>,some articles are very small . <eos>,some clauses are rather lengthy and rich in content while others are shorter -lrb- possibly stubs -rrb- and of lesser quality . <eos>
"naas is a major "" dublin suburb "" town , with many people living in naas and working in dublin . <eos>","it is a major "" . <eos>","naas is a great "" dublin suburb "" town , with many people living in naas and working in dublin . <eos>"
"before the advent of the pocket calculator , it was the most commonly used calculation tool in science and engineering . <eos>","the song of the river , it was the most of the last of the river of the river . <eos>","before the invention of the pocket calculator , it was the most commonly used calculation tool in science and engineering . <eos>"
"railway gazette international is a monthly business journal covering the railway , metro , light rail and tram industries worldwide . <eos>","the first is located in the west , and the first school of the west , and the first school of the united states . <eos>","railway gazette international is a monthly business journal covering railway , metro , light rail and tram industries . <eos>"
"that same year he also received a mechanics certificate , becoming the youngest certificated airplane mechanic in new york . <eos>","that "" he was the first language of the british of the british of the british of the british century . <eos>","that same year he also got a mechanics certificate , becoming the youngest certificated airplane mechanic in new york . <eos>"
"conversely , bills proposed by the law commission , and consolidation bills , start in the house of lords . <eos>","the first school , and november city , the first son of the state . <eos>",the bills proposed by the law commission and consolidation bills start in the house of lords contrarily . <eos>
"monteux is a commune of the vaucluse departement in southern france , in the area provence-alpes-cote d ' azur . <eos>",it is a municipality of the district province in southern france . <eos>,"monteux is a commune of the vaucluse departement in southern france , in the area provence-alpes-cote d ' azur . <eos>"
"the sheppard line currently has fewer users than the other two subway lines , and shorter trains are run . <eos>",the system has also known in the other two . <eos>,"the sheppard line not only has fewer users than the other two subway lines , it also runs shorter trains . <eos>"
"prospectors from california , europe and china were also digging along the peel river and up the mountain slopes . <eos>","peter from 1931 , 1931 , the first also made the first of the treasury river and but the population was made the population . <eos>","prospectors from california , europe and china were also digging along the peel river and up the mountain slopes . <eos>"
he won the presidential election held on 2 march 2008 with 71.25 % of the popular vote . <eos>,he won the series of the united states . <eos>,he conquered the presidential poll on 2 march 2008 with 71.25 % of the popular vote . <eos>
"santa maria maggiore -lrb- st. mary the greater -rrb- , the earliest extant church in assisi . <eos>",it was an member of the population of the town of the united of the united of the united of the united of the united of the united of the west of the united of the west of the west . <eos>,"santa maria maggiore -lrb- st. mary the greater -rrb- , the earliest extant church in assisi . <eos>"
"despite this , farrenc was paid less than her male counterparts for nearly a decade . <eos>","this , which has made than her . <eos>","even so , farrenc was paid less than her male peers for nearly 10 years . <eos>"
"in 1990 , she was the only female entertainer allowed to perform in saudi arabia . <eos>","in 1990 , she was the only of the only of the band in the world . <eos>",as a female entertainer she alone was allowed to perform in saudi arabia during 1990 <eos>
"loeche harbours the installations of onyx , the swiss interception system for electronic intelligence gathering . <eos>","the of switzerland of switzerland , the main of switzerland , the main of burkina , the main of ticino for the population . <eos>",loeche harbours of onyx is the swiss interception system for electronic intelligence gathering . <eos>
bone marrow is the flexible tissue found in the hollow interior of bones . <eos>,the area is the municipality in the life of the life of the life of the life of the life of the life of the life of the life of the same of the same . <eos>,bone marrow is the flexible tissue found in the hollow insides of bones . <eos>
while at kahn he was chief architect for the fisher building in 1928 . <eos>,he was made his father . <eos>,he was a chief architect fot fisher building in 1928 when he was at kahn <eos>
yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk . <eos>,it is a variety football player by the united of the united of the united of the united of the united of the united of the united of the united of the united of the north of the united of the north of the west . <eos>,yoghurt or yogurt is a milk-based food made by bacterial fermentation of milk . <eos>
"the legs are wide at the top , and narrow at the ankle . <eos>",the early population at the first of the first of the first of the first of the first of the first of the united states . <eos>,"the legs are wide at the top , and narrow at the ankle . <eos>"
gumbasia was created in a style vorkapich taught called kinesthetic film principles . <eos>,it was created in a english minister . <eos>,vorkapich taught gumbasia in a style called kinesthetic film principles . <eos>
"the album , however , was banned from many record stores nationwide . <eos>","the first of the city , the first known from the first of the year . <eos>",the album is banned from many record stores nationwide . <eos>
each version of the license is given a distinguishing version number . <eos>,the town is called a variety of the town of the town . <eos>,each license is given a number . <eos>
"he is interred in the restvale cemetery in alsip , illinois . <eos>",he is a municipality in the ardeche . <eos>,he is interred in restvale cemetery in alsip illinois . <eos>
this was absorbed into battalions being formed for xi international brigade . <eos>,this was used into the same of the new kingdom . <eos>,this was added to battalions being formed for xi international brigade . <eos>
"by most accounts , the instrument was nearly impossible to control . <eos>",by most of the time was also known to the west . <eos>,"it was nearly impossible to control the instrument , by most accounts . <eos>"
he was appointed companion of honour -lrb- ch -rrb- in 1988 . <eos>,he was born of 1977 -lrb- june -rrb- in 2007 . <eos>,he was appointed companion of honour in 1988 . <eos>
orchestration stravinsky first conceived of writing the ballet in 1913 . <eos>,it is a municipality of the most of the most of the most of the united states . <eos>,stravinsky first conceived of writing the ballet in 1913 . <eos>
the capital of the state is aracaju -lrb- pop . <eos>,the capital of the state is located . <eos>,aracaju is the capital of the state . <eos>
characteristics radar observations indicate a fairly pure iron-nickel composition . <eos>,new websites <eos>,radar testing shows composition of mostly iron-nickel . <eos>
the plant is considered a living fossil . <eos>,the county is located in the united of the united states . <eos>,the plant is considered a living fossil . <eos>
calvin baker is an american novelist . <eos>,it is an american american of the united states . <eos>,calvin baker is an american novelist . <eos>
about 95 species are currently accepted . <eos>,the main species are known by the united states . <eos>,about 95 kinds are being accepted now . <eos>
protests across the nation were suppressed . <eos>,the area were also known for the area . <eos>,protests across the nation were stopped . <eos>
"depending on the context , another closely-related meaning of constituent is that of a citizen residing in the area governed , represented , or otherwise served by a politician ; sometimes this is restricted to citizens who elected the politician . <eos>","the kingdom , a part of pakistan is that of a only person in the area of the area of the area of the area of the area championship . <eos>","based on the given situation , one more nearest meaning of constituent would be "" a citizen residing in the area governed , represented , or otherwise served by a politician ; "" at times , this is limited to the citizens who elected the politician . <eos>"
"samovar & porter -lrb- 1994 -rrb- , p . 84 syrians did not congregate in urban enclaves ; many of the immigrants who had worked as peddlers were able to interact with americans on a daily basis . <eos>","jpg - july -rrb- , germany . <eos>","samovar & porter -lrb- 1994 -rrb- , p. 84 syrians did not get together in city groups ; many of the immigrants who had worked as sellers on the street were able to talk with americans every day . <eos>"
"at four-and-a-half years old he was left to fend for himself on the streets of northern italy for the next four years , living in various orphanages and roving through towns with groups of other homeless children . <eos>","at the history of north new , the first first in the most of north new for the national time for the national time for the national time for the national time for the national time for the national time . <eos>","at four-and-a-half years old , he was left to manage for himself on the streets of northern italy for the next four years , living in various orphanages and travelling through towns with groups of other homeless children . <eos>"
"dr. david lindenmeyer -lrb- australian national university -rrb- has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable , for conserving hollow-dependent species like leadbeater 's possum . <eos>",he plays that the most for the movie for the world of the film of the same of the same of the same of the first father . <eos>,"dr. david lindenmeyer -lrb- australian national university -rrb- has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable , for conserving hollow-dependent species like leadbeater 's possum . <eos>"
"a town may be correctly described as a market town or as having market rights even if it no longer holds a market , provided the right to do so still exists . <eos>",a town may be called in a set town or as well for the area . <eos>,"a town may be correctly identified by a market or as having market rights even if it no longer holds a market , provided the right to do so still exists . <eos>"
"a historian has stated that "" it was quinine 's efficacy that gave colonists fresh opportunities to swarm into the gold coast , nigeria and other parts of west africa "" . <eos>","a single is a member that the first made , and the first coast , and the first coast . <eos>","a historian has stated that "" it was quinine 's effectiveness that gave colonists fresh opportunities to move somewhere in large numbers into the gold coast , nigeria and other parts of west africa ' . <eos>"
"tajikistan , turkmenistan and uzbekistan border afghanistan to the north , iran to the west , pakistan to the south and the people 's republic of china to the east . <eos>","the north , the name , the people 's capital of the east . <eos>","tajikistan , turkmenistan and uzbekistan border afghanistan to the north , iran to the west , pakistan to the south and the people 's republic of china to the east . <eos>"
"instead , the crew fashioned a trailer with a cantilevered arm attached to the "" hovercraft "" and shot the scene while riding up templin highway north of santa clarita . <eos>",in the town is a variety with a eccentricity . <eos>,"instead , the crew made a trailer with a post attached to the "" hovercraft "" and filmed the scene while riding up templin highway north of santa clarita . <eos>"
"the name survives as a brand for a related spin-off digital television channel , digital radio station , and website which have survived the demise of the printed magazine . <eos>","the name of a family of a family series , a first of a family minister , and other which have been the part of the state of the state of the state of the state of the state of the state of the state of the state<eos>","the name survives as a brand for related spin-off digital television channel , digital radio station and website which has survived the demise of the printed magazine . <eos>"
"wario land the wario land series is a platforming series that started with wario land : super mario land 3 , a spin-off of the super mario land series . <eos>",the city is a variety series that is a variety series . <eos>,the platform series wario land from the wario land series stared with the super mario land series . <eos>
"after the sena dynasty , dhaka was successively ruled by the turkish and afghan governors descending from the delhi sultanate before the arrival of the mughals in 1608 . <eos>",after the town and the town was also the town and the town . <eos>,"before the mughals arrived in 1608 , after the sena dynasty , dhaka was ruled for a long time by turkish and afghan governors that descended from the delhi sultanate . <eos>"
"bankers from shorebank , a community development bank in chicago , helped yunus with the official incorporation of the bank under a grant from the ford foundation . <eos>",he is the first of the town of the town of the town of the town of the town of the town of the town of the town of the group . <eos>,a community development bank in chicago helped yunus with the official incorporation from the ford foundation . <eos>
"mercury is similar in appearance to the moon : it is heavily cratered with regions of smooth plains , has no natural satellites and no substantial atmosphere . <eos>",it is a county of the united states . <eos>,mercury is similar in appearance to the moon with heavily cratered regions of smooth plains and no natural satellites or substantial atmosphere . <eos>
"the compact and intense hurricane caused extreme damage in the upper florida keys , as a storm surge of approximately 18 to 20 feet affected the region . <eos>",the river hurricane in the district in the district of the district of the district of the area . <eos>,"small , but intense , the hurricane caused a lot of damage in the upper florida keys when a surge of nearly 18 to 20 feet hit the area . <eos>"
"during childhood she suffered from collapsed lungs twice , she had pneumonia 4-5 times a year , a ruptured appendix , and had a tonsillar cyst . <eos>","during no she were made been the year , a variety of the variety , a variety of a variety . <eos>",for two times she had lung disorder when she was a child . she was also suffered from pneumonia 4 to 5 times a year . she was also affected by appendix disorder and had a tonsillar cyst . all these happened during her childhood period . <eos>
"the term gribble was originally assigned to the wood-boring species , especially the first species described from norway by rathke in 1799 , limnoria lignorum . <eos>","the united was also the first species in the main species , the first species in the united states . <eos>","the term gribble was originally assigned to the wood-boring species , especially the first species described from norway by rathke in 1799 , limnoria lignorum . <eos>"
"however , even to those who enter the prayer hall of a mosque without the intention of praying , there are still rules that apply . <eos>","however , the end was the number of the mosque of the system of the mosque of the system of the system of the system of the system of the system of the system of the system of the system of the system of the system of the<eos>","however , even to those who enter the prayer hall of a mosque without the purpose of praying , there are some rules applicable to them . <eos>"
"iain grieve -lrb- born 19 february , 1987 in jwaneng , botswana -rrb- is a rugby union back-rower for bristol rugby in the guinness premiership . <eos>",he has a character of his character of his character . <eos>,"iain grieve -lrb- born 19 february , 1987 in jwaneng , botswana -rrb- is a rugby coming together back-rower for bristol rugby in the guinness premiership . <eos>"
"prunk is a member of institute of european history in mainz , and a senior fellow of the center for european integration studies in bonn . <eos>",it is a member of the region for the national for the national for the national for the center for the national for the center for the northwest for the northwest for the northwest for the northwest for the northwest for the northwest for the northwest for the<eos>,prunk is a member of the institute of european history in mainz . he is also a senior fellow of the centre for european integration studies in bonn . <eos>
a matchbook is a small cardboard folder -lrb- matchcover -rrb- enclosing a quantity of matches and having a coarse striking surface on the exterior . <eos>,a small is a small of the river of the region . <eos>,a matchbook is a small cardboard folder -lrb- or matchcover -rrb- that holds some matches and has a rough area on the outside . <eos>
"on june 1 , 1972 , he and fellow raf members jan-carl raspe and holger meins were apprehended after a lengthy shootout in frankfurt . <eos>","on june 1 , he , he and he is a variety after a variety or in his . <eos>","he and fellow raf members jan-carl raspe and holger meins were taken hold after a lengthy shootout . it was in frankfurt on june 1 , 1972 . <eos>"
"bremer reported plans to put saddam on trial , but claimed that the details of such a trial had not yet been determined . <eos>",it is the first of the first of the national of the national of the national of the national of the national . <eos>,"bremer reported plans to put saddam on trial , but claimed that the details of such a trial had not yet been determined . <eos>"
the fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location . <eos>,the first part is been the first first to its government government . <eos>,the fourth ring is decorated with golden garlands and was added in 1938-1939 when the column was moved to its current location . <eos>
computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used . <eos>,it is the capital of the city of the city by a group system . <eos>,computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used . <eos>
"west berlin had its own postal administration , separate from west germany 's , which issued its own postage stamps until 1990 . <eos>",after its major of the first of the major of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the world of the state of the world<eos>,"west berlin had its own postal administration , separate from west germany 's , which produced its own postage stamps until 1990 . <eos>"
others have theorized that tresca was eliminated by the nkvd as retribution for criticism of the stalin regime of the soviet union . <eos>,the life have used by the ecliptic as a part by the ecliptic as the governor of the group union . <eos>,others have made theories that tresca was took away by the nkvd as retribution for views put forward as to errors of the stalin system of things of the soviet union . <eos>
"nupedia was founded on march 9 , 2000 , under the ownership of bomis , inc , a web portal company . <eos>","it was the capital of northampton , and a former poet company . <eos>","bomis inc , a web portal company founded nupedia on march 9 , 2000 . <eos>"
the conference papers were published the next year in a bookmicroeconomic foundations of employment and inflation theory by phelps et al . <eos>,the most was the first year in a wizard of the ardeche of the original of the area of a wizard of the original of the state of the area of the state of the state of the state of the state of the state of the state<eos>,the conference papers were published the next year in a bookmicroeconomic foundations of employment and inflation theory by phelps et al . <eos>
it is now the site of meher baba 's samadhi -lrb- tomb-shrine -rrb- as well as facilities and accommodations for pilgrims . <eos>,it is located the district of the district of the district of the district of the district of the state of the same of the same of the united as ' and most for the same of the same of the same . <eos>,it is now the meher baba 's tomb-shrine and a place for pilgrims . <eos>
"she was among the first doctors to object to cigarette smoking around children , and drug use in pregnant women . <eos>",she was known the first name to the other of the united states to make to make . <eos>,she was one of the first doctors that said cigarette smoking near children and drug use in pregnant women was not safe . <eos>
small value inductors can also be built on integrated circuits using the same processes that are used to make transistors . <eos>,in the same of the same is used to the same . <eos>,both small value inductors and transistors can be built on integrated circuits . <eos>
representatives of the professional hockey writers ' association vote for the all-star team at the end of the regular season . <eos>,he is the largest team at the town of the canton season . <eos>,representatives of the hockey writers ' association vote for the all-star team at the end of the regular season . <eos>
"furthermore , spectroscopic studies have shown evidence of hydrated minerals and silicates , which indicate rather a stony surface composition . <eos>",he have been been a former team . <eos>,"furthermore , spectroscopic studies have shown proof of hydrated minerals and silicates , which points to rather a stony surface material . <eos>"
the prime minister stays in office only as long as he or she retains the support of the lower house . <eos>,the world series he is a part of the river . <eos>,the prime minister stays in office only as long as he or she keeps the support of the lower house . <eos>
"defiantly , she vowed to never renounce the commune , and dared the judges to sentence her to death . <eos>","the name , and the first to the life . <eos>",she refused to give up the commune and prefered the death sentence <eos>
thereafter the county 's administration was conducted at duns or lauder until greenlaw became the county town in 1596 . <eos>,the county 's war was the most of the united was the first town in the county town in the county town in the united states in the united states in the united states in the united states in the united states in the united states in the<eos>,after that the county 's administration was conducted at duns or lauder until greenlaw became the county town in 1596 . <eos>
"from the telephone exchange , the port jackson district commandant could communicate with all military installations on the harbour . <eos>","from the history , the early in the history , the early in the history , the early in the uk . <eos>","by use of the telephone exchange , the port jackson district commandant could talk to all military installations on the harbour . <eos>"
"in 2005 , meissner became the second american woman to land the triple axel jump in national competition . <eos>",in the second first known to the new of the region of national hockey . <eos>,"in 2005 , meissner became the second american woman to land the triple axel jump in national competition . <eos>"
"he was also famous for his prints , book covers , posters , and garden metalwork furniture . <eos>","he was also famous for his life he , he is a american for his actress , and a son in the united states , the united states . <eos>","he is famous for prints , book covers , posters , and garden metalwork furniture . <eos>"
"the montreal canadiens are a professional ice hockey team based in montreal , quebec , canada . <eos>",the first team is a professional hockey team . <eos>,"the montreal canadiens are a skilled ice hockey team from montreal , quebec , canada . <eos>"
"the primavera is a painting by the italian renaissance painter sandro botticelli , c . 1482 . <eos>",the municipality is a type by the british union government . <eos>,"painted around 1482 , the primavera is a painting by the italian renaissance painter , sandro botticelli . <eos>"
stallone also had a cameo appearance in the 2003 french film taxi 3 as a passenger . <eos>,it was a first in the district film . <eos>,stallone also had a small character part in the 2003 french film taxi 3 as a passenger . <eos>
the wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries . <eos>,the population was made known as well as as well as as well as as well as well as well as well as well as well as well as well as well as well as well as well as well as well as well as well as well<eos>,the wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries . <eos>
it is described as pointed in the face and about the size of a rabbit . <eos>,it is found in the canton . <eos>,it is about the size of a rabbit and has a pointed face . <eos>
the quark model was independently proposed by physicists murray gell-mann and george zweig in 1964 . <eos>,the life was also in the united states by several at several at december at december at december at december at december at december at december at december at december america and george . <eos>,the quark model was independently proposed by physicists murray gell-mann and george zweig in 1964 . <eos>
some of the largest reservoirs in the world can be found along the volga . <eos>,some the largest of the largest of the largest of the largest of the world year . <eos>,some of the largest lake in the world can be found along the volga . <eos>
notable features of the design include key-dependent s-boxes and a highly complex key schedule . <eos>,the city of the city of the city of the city of the city of the city of the city of the city of the city of the city of the city of the district . <eos>,notable features of the design include s-boxes which is a highly complex key schedule . <eos>
she became the authoritative editor of her husband 's works for breitkopf und hartel . <eos>,she became the border of her between the year for the local for westminster . <eos>,she became the editor of her husband 's works for breitkopf und hartel . <eos>
human skin hues can range from very dark brown to very pale pink . <eos>,it can from the main between the main of the year . <eos>,"the colors of human skin can be very dark brown or very pale pink , or anywhere in between . <eos>"
"these ideally provide excellent habitat for chinkara , hog deer and blue bull . <eos>","these is located in london , and november 30 . <eos>","ideally , these make an excellent breeding ground for chinkara , hog deer and blue bull . <eos>"
"together they formed new music manchester , a group committed to contemporary music . <eos>",it had a group to the united states . <eos>,they formed the new music manchester band and sang contemporary <eos>
"addiscombe is a suburb in the london borough of croydon , england . <eos>",it is a municipality of the london of iowa . <eos>,"addiscombe is a suburb in the london borough of croydon , england . <eos>"
geography the town lies in the limmat valley between baden and zurich . <eos>,the town is the town in the belgian . <eos>,geographically the town lies in the limmat valley between baden and zurich . <eos>
use html and css markup sparingly and only with good reason . <eos>,the main of the main of the band of the band . <eos>,use html and css markup sparingly and only with good reason . <eos>
