Original,Prediction,Simplified sentences
mifepristone is a synthetic steroid compound used as a pharmaceutical . <eos>,ryota is a large used of the united states . <eos>,pharmaceutical has used a mifepristone is a synthetic steroid <eos>
he was diagnosed with inoperable abdominal cancer in april 1999 . <eos>,he was published with his koopalings . <eos>,he was diagnosed with abdominal cancer in april 1999 . <eos>
bruises often induce pain but are not normally dangerous . <eos>,the first of the united states of the united states of the united states . <eos>,bruises often hurt but are not normally dangerous . <eos>
their participation is limited until they reach legal adulthood . <eos>,their other is used to the united states . <eos>,they are not able to participate before they reach adulthood as per the law . <eos>
below are some useful links to facilitate your involvement . <eos>,this of the same of the united states of the united states . <eos>,below are some useful links to help your involvement . <eos>
oregano is an indispensable ingredient in greek cuisine . <eos>,it is an american number of the united states . <eos>,oregano is a necessary ingredient in greek cuisine . <eos>
"as of 2000 , the population was 89,148 . <eos>",as of the county is a lot of the united states . <eos>,"in the year 2000 , the population was 89,148 . <eos>"
take the square root of the variance . <eos>,the main states of the census is a town of the region . <eos>,take the square root of the variance . <eos>
the female equivalent is a daughter . <eos>,the capital is a town of the united kingdom is a town of the united states . <eos>,the female equivalent is a daughter . <eos>
"the company opened twice as many canadian outlets as mcdonald 's "" wendy 's confirms tim hortons ipo by march "" , ottawa business journal , december 1 , 2005 , and system-wide sales also surpassed those of mcdonald 's canadian operations as of 2002 . <eos>","the company of the second of the war , the company of the second of the war , the company of the second of the war of the war of the war . <eos>","the company opened two times as many restaurants in canada as mcdonald 's "" wendy 's confirms tim hortons ipo by march "" , ottawa business journal , december 1 , 2005 , and sales throughout the company were also greater than those of mcdonald 's canadian business as of 2002 . <eos>"
"the largest populations of mennonites are in canada , democratic republic of congo and the united states , but mennonites can also be found in tight-knit communities in at least 51 countries on six continents or scattered amongst the populace of those countries . <eos>","the largest of the largest of the largest of the largest states , but it can be found in inclinations . <eos>","the largest populations of mennonites are in canada , democratic republic of congo and the united states . mennonites also live in close communities in at least 51 countries on six continents , or scattered throughout the populations of those countries . <eos>"
"you may add a passage of up to five words as a front-cover text , and a passage of up to 25 words as a back-cover text , to the end of the list of cover texts in the modified version . <eos>",he may a small of life to the second of the best of the best of the order of the order of the order of the order of the order of the order of the order of the order of the order of the order of the order of the order of the<eos>,you may add a passage of up to five words as a front-cover text and a passage of up to 25 words as a back-cover text to the end of the list of cover texts . <eos>
"jurisdiction draws its substance from public international law , conflict of laws , constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society . <eos>",it was given its wife from the ancient and the order of the ancient and the order of the ancient and the order of the ancient and the order of the ancient and the order of the year and the order of the year and the order of the world cup . <eos>,"power moves towards its material from community national boundaries , opposition of laws , organizational law and ability of the administrative and creative offshoots of government to assign support to best serve the needs of its native society . <eos>"
"summerslam -lrb- 2009 -rrb- is an upcoming professional wrestling pay-per-view event produced by world wrestling entertainment -lrb- wwe -rrb- , which will take place on august 23 , 2009 at staples center in los angeles , california . <eos>",the song of the english is an english professional football player . <eos>,"summerslam -lrb- 2009 -rrb- is an upcoming professional wrestling pay-per-view event produced by world wrestling entertainment -lrb- wwe -rrb- , which will take place on august 23 , 2009 at staples center in los angeles , california . <eos>"
"samovar & porter -lrb- 1994 -rrb- , p . 84 syrians did not congregate in urban enclaves ; many of the immigrants who had worked as peddlers were able to interact with americans on a daily basis . <eos>",he was made on a time of the austrian . <eos>,"samovar & porter -lrb- 1994 -rrb- , p. 84 syrians did not get together in city groups ; many of the immigrants who had worked as sellers on the street were able to talk with americans every day . <eos>"
"eva anna paula braun , died eva anna paula hitler -lrb- 6 february 1912 - 30 april 1945 -rrb- was the longtime companion and , for a brief time , wife of adolf hitler . <eos>","the town was a brazilian of the river river and the for a clean time , duke of the english of the english of the english of the english of the english of the university . <eos>","eva anna paula braun , died eva anna paula hitler -lrb- 6 february 1912 - 30 april 1945 -rrb- was the longtime companion and , for a brief time , wife of adolf hitler . <eos>"
"in the years before his final release in 1474 , when he began preparations for the reconquest of wallachia , vlad resided with his new wife in a house in the hungarian capital . <eos>",in the years was his british in the same state . <eos>,"in the years before his final release in 1474 , when he began preparations for the reconquest of wallachia , vlad resided with his new wife in a house in the hungarian capital . <eos>"
"he came from a musical family ; his mother , larue , was an administrative assistant and singer , and his father , keith brion , was a band director at yale . <eos>","he is the first writer , and his wife , and his father , and his father , and his father , and his wife , and his wife , and his wife , and his wife , and his wife , and his wife , and his wife , and his wife<eos>","his was a musical family , as his mother , larue , was a secretary and singer , while his father , keith brion , was a band director at yale . <eos>"
reflection nebulae are usually blue because the scattering is more efficient for blue light than red -lrb- this is the same scattering process that gives us blue skies and red sunsets -rrb- . <eos>,it is usually the same evolutionary that must must must be be the same headliners that must must must be be the same headliners that must must must . <eos>,reflection nebulae are commonly blue because the scattering is more powerful for blue light than red -lrb- this is the same reason for the sky appears in blue and the sunset in red colors <eos>
"in late 2004 , suleman made headlines by cutting howard stern 's radio show from four citadel stations , citing stern 's frequent discussions regarding his upcoming move to sirius satellite radio . <eos>","in late life , he was a member of the united states , causing 's son he would more british than his death to its british than british british . <eos>","in late 2004 , suleman made headlines by cutting howard stern 's radio direct relay from four citadel stations , citing stern 's frequent discussions regarding his upcoming move to sirius satellite radio . <eos>"
val venis defeated rikishi in a steel cage match to retain the wwf intercontinental championship -lrb- 14:10 -rrb- venis pinned rikishi after tazz hit rikishi with a tv camera . <eos>,"the first of the first websites was published in a group and the first other of the central and the first other of the new york championship -lrb- m\/s2 -rrb- , and the first of the united states . <eos>","val venis defeated rikishi in a steel cage match to keep is wwf intercontinental championship , venis pinned rikishi after tazz hit rikishi with a t.v camera . <eos>"
britpop emerged from the british independent music scene of the early 1990s and was characterised by bands influenced by british guitar pop music of the 1960s and 1970s . <eos>,the british of the british of the two championship and was an brazilian by two york of the country . <eos>,britpop emerged from the british independent music scene of the early 1990s and was characterised by bands influenced by british guitar pop music of the 1960s and 1970s . <eos>
"however travel through very remote areas , on isolated tracks , requires advance planning and a suitable , reliable vehicle -lrb- usually a four wheel drive -rrb- . <eos>",the name was a former a four area of the united states . <eos>,"however , travel through very remote areas , on isolated tracks , requires advance planning and a suitable , reliable vehicle -lrb- usually a four wheel drive -rrb- . <eos>"
roof tiles dating back to the tang dynasty with this symbol have been found west of the ancient city of chang ' an -lrb- modern-day xian -rrb- . <eos>,the same of the ancient city of the ancient city of the ancient city of the european city of the european city of the european city of the european city of the european city of the european city of the european city of the european city of the european city of the european<eos>,roof tiles during tang dynasty with this symbol have been found west of the ancient city of chang ' an or modern-day xian . <eos>
"he followed this with several other pieces about hiawatha : the death of minnehaha , overture to the song of hiawatha and hiawatha 's departure . <eos>","he was one with the same of saxe-meiningen , and he was one with the same of the thistle , and he was a member of the thistle and leader 's leader . <eos>","he followed this with other pieces about hiawatha : the death of minnehaha , overture to the song of hiawatha and hiawatha 's departure . <eos>"
"jeanne marie-madeleine demessieux -lrb- february 13 , 1921 november 11 , 1968 -rrb- , was a french organist , pianist , composer , and pedagogue . <eos>",it was a french of the united states . <eos>,"jeanne marie-madeleine demessieux was a french organist , pianist , composer and pedagogue . <eos>"
"alternative views on the subject have been proposed throughout the centuries -lrb- see below -rrb- , but all were rejected by mainstream christian bodies . <eos>","the system have been been the system -lrb- school & -rrb- , but all were made to the european -lrb- which may november -rrb- , but all were made to the european . <eos>","different views on the subject have been brought up over the centuries -lrb- see below -rrb- , but all were rejected by mainstream christian bodies , <eos>"
a matchbook is a small cardboard folder -lrb- matchcover -rrb- enclosing a quantity of matches and having a coarse striking surface on the exterior . <eos>,a websites is a small used of the opening . <eos>,a matchbook is a small cardboard folder -lrb- or matchcover -rrb- that holds some matches and has a rough area on the outside . <eos>
most irc servers do not require users to register an account but a user will have to set a nickname before being connected . <eos>,most of the most states -lrb- died -rrb- not be a american football player . <eos>,most irc servers only require a user to set a nickname . <eos>
"eugowra is said to be named after the indigenous australian word meaning "" the place where the sand washes down the hill "" . <eos>",he was also to be named after the first album the brain of the new album the brain . <eos>,"eugowra is said to be named after the indigenous australian word meaning "" the place where the sand washes down the hill "" . <eos>"
"seventy-five defencemen are in the hall of fame , more than any other current position , while only 35 goaltenders have been inducted . <eos>","the same of his father , the same other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other other<eos>","out of seventy-five defencemen in the hall of fame , only 35 goaltenders have been inducted . <eos>"
"origin irmo was chartered on christmas eve in 1890 in response to the opening of the columbia , newberry and laurens railroad . <eos>","he was born on his father million in the east and maryland , and the wife of the family , and the national of the family , and the national of the family , and the national of the family , and the national of the family , and the west of the<eos>","origin irmo was rented on christmas eve in 1890 in response to the opening of the columbia , newberry and laurens railway line . <eos>"
"this was substantially complete when messiaen died , and yvonne loriod undertook the final movement 's orchestration with advice from george benjamin . <eos>",this was released on the time of the united states . <eos>,"this was substantially complete when messiaen died , and yvonne loriod undertook the final movement 's of orchestration with advice from george benjamin . <eos>"
"terms such as "" undies "" for underwear and "" movie "" for "" moving picture "" are oft-heard terms in english . <eos>","the first of the song , the song of the book and "" my "" for "" "" "" "" "" "" "" "" . <eos>","words like undies , movie , are oft-heard terms in english . <eos>"
"the lawyer , brandon -lrb- waise lee -rrb- , became his idol , and mk sun grew up to be a lawyer . <eos>","the town , the town , the town , the town , the town , the opening -lrb- m.d. -rrb- , became his wife , and others . <eos>",the lawyer brandon -lrb- waise lee -rrb- was his idol as mk sun grew up to be a lawyer . <eos>
"isbn 1-876429-14-3 is an historic township located near cowra in the central west of new south wales , australia in cabonne shire . <eos>","the song of new south south wales of new south south wales , then in the central west of new south wales , australia in the central west of new south wales , australia in the united states of new south wales , australia in the uk . <eos>","isbn 1-876429-14-3 is an historic suburb located near cowra in the central west of new south wales , australia in cabonne shire . <eos>"
"usually portrayed as being bald , with long whiskers , he is said to be an incarnation of the southern polestar . <eos>",use as the southern states as the southern picardie of the southern picardie . <eos>,"usually portrayed as being bald , with long whiskers , he is said to be an incarnation of the southern polestar . <eos>"
this closely resembles the unix philosophy of having multiple programs each doing one thing well and working together over universal interfaces . <eos>,this of the first time the m6 of the story time . <eos>,this looks like the unix idea of having several programs with each doing one thing and working together . <eos>
"shi ' a muslims consider karbala to be one of their holiest cities after mecca , medina , jerusalem and najaf . <eos>",the other of their websites <eos>,"shi'a muslims consider karbala to be one of their holiest cities after mecca , medina , jerusalem and najaf . <eos>"
some articles are quite lengthy and rich in content while others are shorter -lrb- possibly stubs -rrb- and of lesser quality . <eos>,some people are be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be<eos>,some clauses are rather lengthy and rich in content while others are shorter -lrb- possibly stubs -rrb- and of lesser quality . <eos>
"naas is a major "" dublin suburb "" town , with many people living in naas and working in dublin . <eos>","it is a major "" states as "" . <eos>","naas is a great "" dublin suburb "" town , with many people living in naas and working in dublin . <eos>"
"before the advent of the pocket calculator , it was the most commonly used calculation tool in science and engineering . <eos>",it was the most of the town of the town of the town of the town . <eos>,"before the invention of the pocket calculator , it was the most commonly used calculation tool in science and engineering . <eos>"
"railway gazette international is a monthly business journal covering the railway , metro , light rail and tram industries worldwide . <eos>",other websites <eos>,"railway gazette international is a monthly business journal covering railway , metro , light rail and tram industries . <eos>"
"she was among the first doctors to object to cigarette smoking around children , and drug use in pregnant women . <eos>",she was the first must to be the first album to be a lot . <eos>,she was one of the first doctors that said cigarette smoking near children and drug use in pregnant women was not safe . <eos>
"that same year he also received a mechanics certificate , becoming the youngest certificated airplane mechanic in new york . <eos>",that they had all he also known a part of the genus . <eos>,"that same year he also got a mechanics certificate , becoming the youngest certificated airplane mechanic in new york . <eos>"
"conversely , bills proposed by the law commission , and consolidation bills , start in the house of lords . <eos>","the song , the song , and the song , and the song , and the song , and the east coast of the house of the house of the house of the house of the house of the house of the house of the house of the house of the house of<eos>",the bills proposed by the law commission and consolidation bills start in the house of lords contrarily . <eos>
"monteux is a commune of the vaucluse departement in southern france , in the area provence-alpes-cote d ' azur . <eos>",it is found in the united states world in southern france . <eos>,"monteux is a commune of the vaucluse departement in southern france , in the area provence-alpes-cote d ' azur . <eos>"
"the sheppard line currently has fewer users than the other two subway lines , and shorter trains are run . <eos>","the line is a two two two two , and are only . <eos>","the sheppard line not only has fewer users than the other two subway lines , it also runs shorter trains . <eos>"
"prospectors from california , europe and china were also digging along the peel river and up the mountain slopes . <eos>",it is a member of the united states . <eos>,"prospectors from california , europe and china were also digging along the peel river and up the mountain slopes . <eos>"
"defiantly , she vowed to never renounce the commune , and dared the judges to sentence her to death . <eos>",he is a member of the and and the sierra to the united states . <eos>,she refused to give up the commune and prefered the death sentence <eos>
he won the presidential election held on 2 march 2008 with 71.25 % of the popular vote . <eos>,he won the american named in the british million . <eos>,he conquered the presidential poll on 2 march 2008 with 71.25 % of the popular vote . <eos>
"santa maria maggiore -lrb- st. mary the greater -rrb- , the earliest extant church in assisi . <eos>",the british time was a member of the order of the order of the world . <eos>,"santa maria maggiore -lrb- st. mary the greater -rrb- , the earliest extant church in assisi . <eos>"
"despite this , farrenc was paid less than her male counterparts for nearly a decade . <eos>",other <eos>,"even so , farrenc was paid less than her male peers for nearly 10 years . <eos>"
"in 1990 , she was the only female entertainer allowed to perform in saudi arabia . <eos>","in the west , she was the only one of the united states of the united states . <eos>",as a female entertainer she alone was allowed to perform in saudi arabia during 1990 <eos>
"loeche harbours the installations of onyx , the swiss interception system for electronic intelligence gathering . <eos>",he is a member of the united states of the united states . <eos>,loeche harbours of onyx is the swiss interception system for electronic intelligence gathering . <eos>
bone marrow is the flexible tissue found in the hollow interior of bones . <eos>,the optic is the town of the town of the town of the town of the asteroid of the asteroid of the asteroid of the asteroid of the asteroid of the asteroid of the asteroid . <eos>,bone marrow is the flexible tissue found in the hollow insides of bones . <eos>
while at kahn he was chief architect for the fisher building in 1928 . <eos>,it is a small time of the time of europe . <eos>,he was a chief architect fot fisher building in 1928 when he was at kahn <eos>
yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk . <eos>,"some example , the first of the united states of the united states . <eos>",yoghurt or yogurt is a milk-based food made by bacterial fermentation of milk . <eos>
"the legs are wide at the top , and narrow at the ankle . <eos>","the largest are that the british , and would at the northeast . <eos>","the legs are wide at the top , and narrow at the ankle . <eos>"
gumbasia was created in a style vorkapich taught called kinesthetic film principles . <eos>,he was born to the united states . <eos>,vorkapich taught gumbasia in a style called kinesthetic film principles . <eos>
"the album , however , was banned from many record stores nationwide . <eos>","the album , however , the album , but the album , but the album , but the album of the united states . <eos>",the album is banned from many record stores nationwide . <eos>
each version of the license is given a distinguishing version number . <eos>,the name is given a lot of the european is given a lot . <eos>,each license is given a number . <eos>
"he is interred in the restvale cemetery in alsip , illinois . <eos>",he is found in the belgian of the united states . <eos>,he is interred in restvale cemetery in alsip illinois . <eos>
this was absorbed into battalions being formed for xi international brigade . <eos>,this was released to the united states of the united states . <eos>,this was added to battalions being formed for xi international brigade . <eos>
"by most accounts , the instrument was nearly impossible to control . <eos>","by most states , the world was made of the united states . <eos>","it was nearly impossible to control the instrument , by most accounts . <eos>"
he was appointed companion of honour -lrb- ch -rrb- in 1988 . <eos>,he was awarded in the united states . <eos>,he was appointed companion of honour in 1988 . <eos>
orchestration stravinsky first conceived of writing the ballet in 1913 . <eos>,it is a member of the island of the island in 2008 . <eos>,stravinsky first conceived of writing the ballet in 1913 . <eos>
the capital of the state is aracaju -lrb- pop . <eos>,the capital of the state is located in the state is located . <eos>,aracaju is the capital of the state . <eos>
characteristics radar observations indicate a fairly pure iron-nickel composition . <eos>,the first of the united states of the united states . <eos>,radar testing shows composition of mostly iron-nickel . <eos>
the plant is considered a living fossil . <eos>,the best is a large part of the british area . <eos>,the plant is considered a living fossil . <eos>
calvin baker is an american novelist . <eos>,it is an american football player . <eos>,calvin baker is an american novelist . <eos>
about 95 species are currently accepted . <eos>,the first of the united states of the united states of the united states . <eos>,about 95 kinds are being accepted now . <eos>
protests across the nation were suppressed . <eos>,the same were been the same were the same were the same were the same . <eos>,protests across the nation were stopped . <eos>
"depending on the context , another closely-related meaning of constituent is that of a citizen residing in the area governed , represented , or otherwise served by a politician ; sometimes this is restricted to citizens who elected the politician . <eos>","the song , all of the united states , all of a small of a small of a small of a small of a small . <eos>","based on the given situation , one more nearest meaning of constituent would be "" a citizen residing in the area governed , represented , or otherwise served by a politician ; "" at times , this is limited to the citizens who elected the politician . <eos>"
"at four-and-a-half years old he was left to fend for himself on the streets of northern italy for the next four years , living in various orphanages and roving through towns with groups of other homeless children . <eos>","at the european time of the european time that is made to be seen of other on the european of the european time that , they had be more of other change for the european time . <eos>","at four-and-a-half years old , he was left to manage for himself on the streets of northern italy for the next four years , living in various orphanages and travelling through towns with groups of other homeless children . <eos>"
"dr. david lindenmeyer -lrb- australian national university -rrb- has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable , for conserving hollow-dependent species like leadbeater 's possum . <eos>",they is used for the national testament . <eos>,"dr. david lindenmeyer -lrb- australian national university -rrb- has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable , for conserving hollow-dependent species like leadbeater 's possum . <eos>"
"a town may be correctly described as a market town or as having market rights even if it no longer holds a market , provided the right to do so still exists . <eos>",a town may be also known as a year . <eos>,"a town may be correctly identified by a market or as having market rights even if it no longer holds a market , provided the right to do so still exists . <eos>"
"a historian has stated that "" it was quinine 's efficacy that gave colonists fresh opportunities to swarm into the gold coast , nigeria and other parts of west africa "" . <eos>","a large a single that "" it was released to the most number , and other parts of the world war , and other parts of the other number "" . <eos>","a historian has stated that "" it was quinine 's effectiveness that gave colonists fresh opportunities to move somewhere in large numbers into the gold coast , nigeria and other parts of west africa ' . <eos>"
"tajikistan , turkmenistan and uzbekistan border afghanistan to the north , iran to the west , pakistan to the south and the people 's republic of china to the east . <eos>","the people 's book of the west , the people 's book of the west , the people 's book of the east . <eos>","tajikistan , turkmenistan and uzbekistan border afghanistan to the north , iran to the west , pakistan to the south and the people 's republic of china to the east . <eos>"
"instead , the crew fashioned a trailer with a cantilevered arm attached to the "" hovercraft "" and shot the scene while riding up templin highway north of santa clarita . <eos>","it is a parody album up to the "" over-the-top "" and the best is a parody album . <eos>","instead , the crew made a trailer with a post attached to the "" hovercraft "" and filmed the scene while riding up templin highway north of santa clarita . <eos>"
"the name survives as a brand for a related spin-off digital television channel , digital radio station , and website which have survived the demise of the printed magazine . <eos>",the name : as a king of a use in the french states . <eos>,"the name survives as a brand for related spin-off digital television channel , digital radio station and website which has survived the demise of the printed magazine . <eos>"
"wario land the wario land series is a platforming series that started with wario land : super mario land 3 , a spin-off of the super mario land series . <eos>",this is a important series . <eos>,the platform series wario land from the wario land series stared with the super mario land series . <eos>
"in april 1862 , ben was arrested on the orders of police inspector sir frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner . <eos>","in april april , the same of the same of the same of the same of the same of the state of the state of the state of the state of the state of the state of the state of the london . <eos>","in april 1862 , ben was arrested on the orders of police inspector frederick pottinger for participating in an armed robbery whilst in the company of frank gardiner . <eos>"
"after the sena dynasty , dhaka was successively ruled by the turkish and afghan governors descending from the delhi sultanate before the arrival of the mughals in 1608 . <eos>",after the british of the thistle in the order of the thistle in the battle . <eos>,"before the mughals arrived in 1608 , after the sena dynasty , dhaka was ruled for a long time by turkish and afghan governors that descended from the delhi sultanate . <eos>"
"bankers from shorebank , a community development bank in chicago , helped yunus with the official incorporation of the bank under a grant from the ford foundation . <eos>",it was a very part of the united states under a part of the united states one a part of the united states one a part of the central under a part of the central under a part of the central under a part of the central under<eos>,a community development bank in chicago helped yunus with the official incorporation from the ford foundation . <eos>
"mercury is similar in appearance to the moon : it is heavily cratered with regions of smooth plains , has no natural satellites and no substantial atmosphere . <eos>",the county : it is used in the same : it is used in the same : it is used in the same : it is used in the same : it is used to the same : it is used . <eos>,mercury is similar in appearance to the moon with heavily cratered regions of smooth plains and no natural satellites or substantial atmosphere . <eos>
"the compact and intense hurricane caused extreme damage in the upper florida keys , as a storm surge of approximately 18 to 20 feet affected the region . <eos>","the town is the town in the national world , the order in the world world . <eos>","small , but intense , the hurricane caused a lot of damage in the upper florida keys when a surge of nearly 18 to 20 feet hit the area . <eos>"
"during childhood she suffered from collapsed lungs twice , she had pneumonia 4-5 times a year , a ruptured appendix , and had a tonsillar cyst . <eos>","during the new states , she had be a ice-cream , a ice-cream , and had a ice-cream . <eos>",for two times she had lung disorder when she was a child . she was also suffered from pneumonia 4 to 5 times a year . she was also affected by appendix disorder and had a tonsillar cyst . all these happened during her childhood period . <eos>
"the term gribble was originally assigned to the wood-boring species , especially the first species described from norway by rathke in 1799 , limnoria lignorum . <eos>","the first line of the people was given to the nazis line , the first central central on september the first central central , and the first central central on september the earth . <eos>","the term gribble was originally assigned to the wood-boring species , especially the first species described from norway by rathke in 1799 , limnoria lignorum . <eos>"
"however , even to those who enter the prayer hall of a mosque without the intention of praying , there are still rules that apply . <eos>","however , they are found at the british government of a time . <eos>","however , even to those who enter the prayer hall of a mosque without the purpose of praying , there are some rules applicable to them . <eos>"
"iain grieve -lrb- born 19 february , 1987 in jwaneng , botswana -rrb- is a rugby union back-rower for bristol rugby in the guinness premiership . <eos>","it was born in physiology , and his states of the guinness . <eos>","iain grieve -lrb- born 19 february , 1987 in jwaneng , botswana -rrb- is a rugby coming together back-rower for bristol rugby in the guinness premiership . <eos>"
"prunk is a member of institute of european history in mainz , and a senior fellow of the center for european integration studies in bonn . <eos>",it is a member of the borough for the borough for the borough for the borough for the european of european island in switzerland . <eos>,prunk is a member of the institute of european history in mainz . he is also a senior fellow of the centre for european integration studies in bonn . <eos>
"on june 1 , 1972 , he and fellow raf members jan-carl raspe and holger meins were apprehended after a lengthy shootout in frankfurt . <eos>","on june 1 , 1972 , he was a commune of the united states . <eos>","he and fellow raf members jan-carl raspe and holger meins were taken hold after a lengthy shootout . it was in frankfurt on june 1 , 1972 . <eos>"
"bremer reported plans to put saddam on trial , but claimed that the details of such a trial had not yet been determined . <eos>",the name of their a life had not been a single of a life had not been a single of the life . <eos>,"bremer reported plans to put saddam on trial , but claimed that the details of such a trial had not yet been determined . <eos>"
the fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location . <eos>,the band of the united kingdom is the main of the british of the british day . <eos>,the fourth ring is decorated with golden garlands and was added in 1938-1939 when the column was moved to its current location . <eos>
computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used . <eos>,the same is given by the same of the same and then used . <eos>,computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used . <eos>
"west berlin had its own postal administration , separate from west germany 's , which issued its own postage stamps until 1990 . <eos>",the new own is its own one would be the first own one would be be the same of the life of the life of the life of the life of the life of the life of the life of the life of the life of the united<eos>,"west berlin had its own postal administration , separate from west germany 's , which produced its own postage stamps until 1990 . <eos>"
others have theorized that tresca was eliminated by the nkvd as retribution for criticism of the stalin regime of the soviet union . <eos>,their way that the goddess as the battle of the god of the european union . <eos>,others have made theories that tresca was took away by the nkvd as retribution for views put forward as to errors of the stalin system of things of the soviet union . <eos>
"saint martin is a tropical island in the northeast caribbean , approximately 300 km -lrb- 186 miles -rrb- east of puerto rico . <eos>","it is a tropical island in the united states , but its km -lrb- it is a tropical island in the united states . <eos>","saint martin is a tropical island in the northeast caribbean , nearly 300 km -lrb- 186 miles -rrb- east of puerto rico . <eos>"
"nupedia was founded on march 9 , 2000 , under the ownership of bomis , inc , a web portal company . <eos>","he was on march 9 , 2006 , the french of the french of the thistle , and a part of the french of the thistle , and a part of the west of the north-west , and a part of the west . <eos>","bomis inc , a web portal company founded nupedia on march 9 , 2000 . <eos>"
the conference papers were published the next year in a bookmicroeconomic foundations of employment and inflation theory by phelps et al . <eos>,the name year in a parody of the nazis of the year in a ice-cream of the retina of the year in a ice-cream of the retina of the year in a eccentricity of the opening . <eos>,the conference papers were published the next year in a bookmicroeconomic foundations of employment and inflation theory by phelps et al . <eos>
it is now the site of meher baba 's samadhi -lrb- tomb-shrine -rrb- as well as facilities and accommodations for pilgrims . <eos>,it is also the most states of chivalry 's two-hour -lrb- 550 -rrb- as well as a daughter . <eos>,it is now the meher baba 's tomb-shrine and a place for pilgrims . <eos>
small value inductors can also be built on integrated circuits using the same processes that are used to make transistors . <eos>,other websites <eos>,both small value inductors and transistors can be built on integrated circuits . <eos>
representatives of the professional hockey writers ' association vote for the all-star team at the end of the regular season . <eos>,the first kingdom in the first kingdom of the british time at the second of the british season . <eos>,representatives of the hockey writers ' association vote for the all-star team at the end of the regular season . <eos>
"furthermore , spectroscopic studies have shown evidence of hydrated minerals and silicates , which indicate rather a stony surface composition . <eos>",he is of the united states of the united states . <eos>,"furthermore , spectroscopic studies have shown proof of hydrated minerals and silicates , which points to rather a stony surface material . <eos>"
the prime minister stays in office only as long as he or she retains the support of the lower house . <eos>,the state of the town is a member of the town union . <eos>,the prime minister stays in office only as long as he or she keeps the support of the lower house . <eos>
thereafter the county 's administration was conducted at duns or lauder until greenlaw became the county town in 1596 . <eos>,the world 's father was named to buy . <eos>,after that the county 's administration was conducted at duns or lauder until greenlaw became the county town in 1596 . <eos>
"from the telephone exchange , the port jackson district commandant could communicate with all military installations on the harbour . <eos>","from the island of the island , the port was awarded the town of the uk . <eos>","by use of the telephone exchange , the port jackson district commandant could talk to all military installations on the harbour . <eos>"
"in 2005 , meissner became the second american woman to land the triple axel jump in national competition . <eos>","in 2005 , he became the second american american american war the american american war . <eos>","in 2005 , meissner became the second american woman to land the triple axel jump in national competition . <eos>"
"he was also famous for his prints , book covers , posters , and garden metalwork furniture . <eos>","he was also for his war , for his war , for his war , for his war , for his war , for his war , and then known the name of the united states . <eos>","he is famous for prints , book covers , posters , and garden metalwork furniture . <eos>"
"the montreal canadiens are a professional ice hockey team based in montreal , quebec , canada . <eos>",the word is a professional ice football of the professional ice football . <eos>,"the montreal canadiens are a skilled ice hockey team from montreal , quebec , canada . <eos>"
"the primavera is a painting by the italian renaissance painter sandro botticelli , c . 1482 . <eos>",the m6 is a tropical by the first largest the largest line . <eos>,"painted around 1482 , the primavera is a painting by the italian renaissance painter , sandro botticelli . <eos>"
stallone also had a cameo appearance in the 2003 french film taxi 3 as a passenger . <eos>,it also had a member of the same american own would be the same of the same use as a way . <eos>,stallone also had a small character part in the 2003 french film taxi 3 as a passenger . <eos>
the wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries . <eos>,the town is a very are used known as well known as well . <eos>,the wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries . <eos>
it is described as pointed in the face and about the size of a rabbit . <eos>,it is made as well . <eos>,it is about the size of a rabbit and has a pointed face . <eos>
the quark model was independently proposed by physicists murray gell-mann and george zweig in 1964 . <eos>,the town was made by the opening 's name 's name . <eos>,the quark model was independently proposed by physicists murray gell-mann and george zweig in 1964 . <eos>
"therefore , these pdfs can not be distributed without further manipulation if they contain images . <eos>",this can be less than the same of the united states . <eos>,"if any of these pdfs contain pictures , then they require additional processing before they can be issued <eos>"
some of the largest reservoirs in the world can be found along the volga . <eos>,some the largest can be found in the world of the largest of be be the european of be found . <eos>,some of the largest lake in the world can be found along the volga . <eos>
notable features of the design include key-dependent s-boxes and a highly complex key schedule . <eos>,other websites <eos>,notable features of the design include s-boxes which is a highly complex key schedule . <eos>
she became the authoritative editor of her husband 's works for breitkopf und hartel . <eos>,she became the same of her husband 's year for the kontinental . <eos>,she became the editor of her husband 's works for breitkopf und hartel . <eos>
human skin hues can range from very dark brown to very pale pink . <eos>,their father of the united states of the united states . <eos>,"the colors of human skin can be very dark brown or very pale pink , or anywhere in between . <eos>"
"these ideally provide excellent habitat for chinkara , hog deer and blue bull . <eos>",the last of the united states of the united states of the united states . <eos>,"ideally , these make an excellent breeding ground for chinkara , hog deer and blue bull . <eos>"
