Original,Prediction,Simplified sentences
he was diagnosed with inoperable abdominal cancer in april 1999 . <eos>,he was born with the band in 1999 . <eos>,he was diagnosed with abdominal cancer in april 1999 . <eos>
bruises often induce pain but are not normally dangerous . <eos>,the main main main main main main main main main than the main time . <eos>,bruises often hurt but are not normally dangerous . <eos>
their participation is limited until they reach legal adulthood . <eos>,their work is the most famous . <eos>,they are not able to participate before they reach adulthood as per the law . <eos>
below are some useful links to facilitate your involvement . <eos>,they are also popular in the united states . <eos>,below are some useful links to help your involvement . <eos>
oregano is an indispensable ingredient in greek cuisine . <eos>,it is an american football in the united states . <eos>,oregano is a necessary ingredient in greek cuisine . <eos>
"as of 2000 , the population was 89,148 . <eos>",as of the population was the population of the population was found in the county . <eos>,"in the year 2000 , the population was 89,148 . <eos>"
take the square root of the variance . <eos>,the division of the navy is the second part of the european . <eos>,take the square root of the variance . <eos>
the female equivalent is a daughter . <eos>,the word is a chemical compound . <eos>,the female equivalent is a daughter . <eos>
"the company opened twice as many canadian outlets as mcdonald 's "" wendy 's confirms tim hortons ipo by march "" , ottawa business journal , december 1 , 2005 , and system-wide sales also surpassed those of mcdonald 's canadian operations as of 2002 . <eos>","the company 's first single as well as the "" little "" 's man "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's "" 's head of the<eos>","the company opened two times as many restaurants in canada as mcdonald 's "" wendy 's confirms tim hortons ipo by march "" , ottawa business journal , december 1 , 2005 , and sales throughout the company were also greater than those of mcdonald 's canadian business as of 2002 . <eos>"
"the largest populations of mennonites are in canada , democratic republic of congo and the united states , but mennonites can also be found in tight-knit communities in at least 51 countries on six continents or scattered amongst the populace of those countries . <eos>",the largest of the state of the state of hawaii are in the united states of america in canada . <eos>,"the largest populations of mennonites are in canada , democratic republic of congo and the united states . mennonites also live in close communities in at least 51 countries on six continents , or scattered throughout the populations of those countries . <eos>"
"you may add a passage of up to five words as a front-cover text , and a passage of up to 25 words as a back-cover text , to the end of the list of cover texts in the modified version . <eos>","you may be a person , and a person of a person , and a person to a person , to make a single to the end of the part of the house of the united states of america . <eos>",you may add a passage of up to five words as a front-cover text and a passage of up to 25 words as a back-cover text to the end of the list of cover texts . <eos>
"the kindle 2 features 16-level grayscale display , improved battery life , 20 percent faster page-refreshing , a text-to-speech option to read the text aloud , and overall thickness reduced from 0.8 to 0.36 inches -lrb- 9.1 millimeters -rrb- . <eos>","the "" "" 2 "" is a small to the swedish and the world , and the same name from the name . <eos>","the kindle 2 features grayscale display , improved battery life , and overall thickness reduced . <eos>"
"jurisdiction draws its substance from public international law , conflict of laws , constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society . <eos>",the royal party of the kingdom of the duchy of the kingdom of the kingdom and the duchy of the kingdom and the duchy of government to the church of government . <eos>,"power moves towards its material from community national boundaries , opposition of laws , organizational law and ability of the administrative and creative offshoots of government to assign support to best serve the needs of its native society . <eos>"
"later , esperanto speakers began to see the language and the culture that had grown up around it as ends in themselves , even if esperanto is never adopted by the united nations or other international organizations . <eos>","later , the language was made that had been the most popular that had been popular in the same and the person that had been the united states of other other other other other other other other other other . <eos>","later , esperanto speakers started to see the language and culture that had grown up around it as ends in themselves , though esperanto is never accepted by the united nations of other international organizations . <eos>"
"summerslam -lrb- 2009 -rrb- is an upcoming professional wrestling pay-per-view event produced by world wrestling entertainment -lrb- wwe -rrb- , which will take place on august 23 , 2009 at staples center in los angeles , california . <eos>","it is an english professional wrestler by world wrestling entertainment -lrb- wwe -rrb- , which is a professional wrestler by world wrestling entertainment -lrb- wwe -rrb- , which is the second name in los angeles , california . <eos>","summerslam -lrb- 2009 -rrb- is an upcoming professional wrestling pay-per-view event produced by world wrestling entertainment -lrb- wwe -rrb- , which will take place on august 23 , 2009 at staples center in los angeles , california . <eos>"
"macgruber starts asking for simple objects to make something to defuse the bomb , but he is later distracted by something -lrb- usually involving his personal life -rrb- that makes him run out of time . <eos>","he was later for the band by james james and the doctor by the doctor , but he is not by a member of time . <eos>",macgruber asked for many items to help shut the bomb off but he was distracted and ran out of time . <eos>
"eva anna paula braun , died eva anna paula hitler -lrb- 6 february 1912 - 30 april 1945 -rrb- was the longtime companion and , for a brief time , wife of adolf hitler . <eos>","he was born in 1913 , scotland , and died in the united states and was a member of the united states . <eos>","eva anna paula braun , died eva anna paula hitler -lrb- 6 february 1912 - 30 april 1945 -rrb- was the longtime companion and , for a brief time , wife of adolf hitler . <eos>"
"in the years before his final release in 1474 , when he began preparations for the reconquest of wallachia , vlad resided with his new wife in a house in the hungarian capital . <eos>","in the years later in the years later , when he was the member of the house of the house of the house of the house of the house of the house of america , in the state of scotland , when he was the new york of the house . <eos>","in the years before his final release in 1474 , when he began preparations for the reconquest of wallachia , vlad resided with his new wife in a house in the hungarian capital . <eos>"
"he came from a musical family ; his mother , larue , was an administrative assistant and singer , and his father , keith brion , was a band director at yale . <eos>","he was a member of the family and his father , was an heiress and his father , and his father , was an conductor of the state at the age of california . <eos>","his was a musical family , as his mother , larue , was a secretary and singer , while his father , keith brion , was a band director at yale . <eos>"
reflection nebulae are usually blue because the scattering is more efficient for blue light than red -lrb- this is the same scattering process that gives us blue skies and red sunsets -rrb- . <eos>,it is more more than the main main more more than the same time . <eos>,reflection nebulae are commonly blue because the scattering is more powerful for blue light than red -lrb- this is the same reason for the sky appears in blue and the sunset in red colors <eos>
"in late 2004 , suleman made headlines by cutting howard stern 's radio show from four citadel stations , citing stern 's frequent discussions regarding his upcoming move to sirius satellite radio . <eos>","in late 2004 , the first time in the late 2004 , the first time in the late 2004 , was made by the royal studio show from the 2008 , when he 's last to become his father in the late 1960s , and the royal show to the death of his<eos>","in late 2004 , suleman made headlines by cutting howard stern 's radio direct relay from four citadel stations , citing stern 's frequent discussions regarding his upcoming move to sirius satellite radio . <eos>"
val venis defeated rikishi in a steel cage match to retain the wwf intercontinental championship -lrb- 14:10 -rrb- venis pinned rikishi after tazz hit rikishi with a tv camera . <eos>,"the main time in a match match to the wwf championship , the wwf championship the championship and the championship -lrb- -rrb- . <eos>","val venis defeated rikishi in a steel cage match to keep is wwf intercontinental championship , venis pinned rikishi after tazz hit rikishi with a t.v camera . <eos>"
britpop emerged from the british independent music scene of the early 1990s and was characterised by bands influenced by british guitar pop music of the 1960s and 1970s . <eos>,the british music of the early early early early and was the british music of the early 1960s and was the first time by british british british british and was the first time by british british british british and 1970s . <eos>,britpop emerged from the british independent music scene of the early 1990s and was characterised by bands influenced by british guitar pop music of the 1960s and 1970s . <eos>
"however travel through very remote areas , on isolated tracks , requires advance planning and a suitable , reliable vehicle -lrb- usually a four wheel drive -rrb- . <eos>","however , the area of the city on the east , and a large , a large , and a large , a large , and a large , and a large , and a large , and a large , and a large , and a large , and a large ,<eos>","however , travel through very remote areas , on isolated tracks , requires advance planning and a suitable , reliable vehicle -lrb- usually a four wheel drive -rrb- . <eos>"
roof tiles dating back to the tang dynasty with this symbol have been found west of the ancient city of chang ' an -lrb- modern-day xian -rrb- . <eos>,the depression was about the battle of the city of the city . this is about the capital of the city of the city of the city of the city of the district of the city of the district of the city of the district of the city of limburg . <eos>,roof tiles during tang dynasty with this symbol have been found west of the ancient city of chang ' an or modern-day xian . <eos>
"he followed this with several other pieces about hiawatha : the death of minnehaha , overture to the song of hiawatha and hiawatha 's departure . <eos>","he later this time with other other about the death of the royal society , to the song of the orchestra and the son 's father . <eos>","he followed this with other pieces about hiawatha : the death of minnehaha , overture to the song of hiawatha and hiawatha 's departure . <eos>"
"jeanne marie-madeleine demessieux -lrb- february 13 , 1921 november 11 , 1968 -rrb- , was a french organist , pianist , composer , and pedagogue . <eos>","the new york -lrb- born april 11 , 1982 -rrb- was a french singer , songwriter , and writer . <eos>","jeanne marie-madeleine demessieux was a french organist , pianist , composer and pedagogue . <eos>"
"alternative views on the subject have been proposed throughout the centuries -lrb- see below -rrb- , but all were rejected by mainstream christian bodies . <eos>",the main have been the main been in the star of the star and the main have been the main been in the star . <eos>,"different views on the subject have been brought up over the centuries -lrb- see below -rrb- , but all were rejected by mainstream christian bodies , <eos>"
most irc servers do not require users to register an account but a user will have to set a nickname before being connected . <eos>,most most to a page have have been a person to a life . <eos>,most irc servers only require a user to set a nickname . <eos>
"eugowra is said to be named after the indigenous australian word meaning "" the place where the sand washes down the hill "" . <eos>",it is named after the country of the country . <eos>,"eugowra is said to be named after the indigenous australian word meaning "" the place where the sand washes down the hill "" . <eos>"
"seventy-five defencemen are in the hall of fame , more than any other current position , while only 35 goaltenders have been inducted . <eos>","in the early times of the band , more than other other other other other other other other other other , more than other other other other other , while only other other other other other other other than any other other . <eos>","out of seventy-five defencemen in the hall of fame , only 35 goaltenders have been inducted . <eos>"
"origin irmo was chartered on christmas eve in 1890 in response to the opening of the columbia , newberry and laurens railroad . <eos>","the band was in the united states , and the british court of the navy , and the british court . <eos>","origin irmo was rented on christmas eve in 1890 in response to the opening of the columbia , newberry and laurens railway line . <eos>"
"this was substantially complete when messiaen died , and yvonne loriod undertook the final movement 's orchestration with advice from george benjamin . <eos>","this was the first time when he was a lot of the time 's child , and the british democrats , and the final to the final 's child . <eos>","this was substantially complete when messiaen died , and yvonne loriod undertook the final movement 's of orchestration with advice from george benjamin . <eos>"
"terms such as "" undies "" for underwear and "" movie "" for "" moving picture "" are oft-heard terms in english . <eos>",other websites <eos>,"words like undies , movie , are oft-heard terms in english . <eos>"
"the lawyer , brandon -lrb- waise lee -rrb- , became his idol , and mk sun grew up to be a lawyer . <eos>","the name -lrb- also known as "" the "" -rrb- -lrb- -rrb- , became his wife , and then played to be a part of the spanish , who was his "" a "" . <eos>",the lawyer brandon -lrb- waise lee -rrb- was his idol as mk sun grew up to be a lawyer . <eos>
"isbn 1-876429-14-3 is an historic township located near cowra in the central west of new south wales , australia in cabonne shire . <eos>","it is an important part of new york city in the north of new york city , australia , australia . <eos>","isbn 1-876429-14-3 is an historic suburb located near cowra in the central west of new south wales , australia in cabonne shire . <eos>"
dry air wrapping around the southern periphery of the cyclone eroded most of the deep convection by early on september 12 . <eos>,the british of the british of the british century is the largest of the british star by the western star by the western star by the western star by the western star by the western star by the western star by the western star by the western star by the western star .<eos>,"early september 12 , dry air wrapping around the southern area of the cyclone caused most of the heat to leave . <eos>"
"usually portrayed as being bald , with long whiskers , he is said to be an incarnation of the southern polestar . <eos>","it is also known as the "" most of the southern province of the southern province of the southern province of the southern province . <eos>","usually portrayed as being bald , with long whiskers , he is said to be an incarnation of the southern polestar . <eos>"
this closely resembles the unix philosophy of having multiple programs each doing one thing well and working together over universal interfaces . <eos>,this is the same of the time of the main major number of the main major number of the main major association . <eos>,this looks like the unix idea of having several programs with each doing one thing and working together . <eos>
"shi ' a muslims consider karbala to be one of their holiest cities after mecca , medina , jerusalem and najaf . <eos>","he was one of the most important important american american army , and the early government to be one of their great britain . <eos>","shi'a muslims consider karbala to be one of their holiest cities after mecca , medina , jerusalem and najaf . <eos>"
some articles are quite lengthy and rich in content while others are shorter -lrb- possibly stubs -rrb- and of lesser quality . <eos>,"some of some are in the same and other types of the group are called "" the "" . <eos>",some clauses are rather lengthy and rich in content while others are shorter -lrb- possibly stubs -rrb- and of lesser quality . <eos>
"naas is a major "" dublin suburb "" town , with many people living in naas and working in dublin . <eos>",it is a major town in the united states . <eos>,"naas is a great "" dublin suburb "" town , with many people living in naas and working in dublin . <eos>"
"before the advent of the pocket calculator , it was the most commonly used calculation tool in science and engineering . <eos>","the time of the word , it was the most popular used in the region of the region , it was the most popular in the region of the region . <eos>","before the invention of the pocket calculator , it was the most commonly used calculation tool in science and engineering . <eos>"
"railway gazette international is a monthly business journal covering the railway , metro , light rail and tram industries worldwide . <eos>","the international international international airport is a major station for the railway , and the largest railway and the station . <eos>","railway gazette international is a monthly business journal covering railway , metro , light rail and tram industries . <eos>"
"that same year he also received a mechanics certificate , becoming the youngest certificated airplane mechanic in new york . <eos>",that year he also also also also also also also also known as a lot of the royal party in new york city . <eos>,"that same year he also got a mechanics certificate , becoming the youngest certificated airplane mechanic in new york . <eos>"
"conversely , bills proposed by the law commission , and consolidation bills , start in the house of lords . <eos>","the law of the law , the law , the law , and the school , in the house of scotland . <eos>",the bills proposed by the law commission and consolidation bills start in the house of lords contrarily . <eos>
"monteux is a commune of the vaucluse departement in southern france , in the area provence-alpes-cote d ' azur . <eos>",it is found in the region pays de la loire in the region department in the northwest of france . <eos>,"monteux is a commune of the vaucluse departement in southern france , in the area provence-alpes-cote d ' azur . <eos>"
"the sheppard line currently has fewer users than the other two subway lines , and shorter trains are run . <eos>","the game is also the same for the other line , and the main blue line has been the other two and other lines . <eos>","the sheppard line not only has fewer users than the other two subway lines , it also runs shorter trains . <eos>"
"prospectors from california , europe and china were also digging along the peel river and up the mountain slopes . <eos>",it were also divided in the city and the area of the area . <eos>,"prospectors from california , europe and china were also digging along the peel river and up the mountain slopes . <eos>"
he won the presidential election held on 2 march 2008 with 71.25 % of the popular vote . <eos>,he won the wwe championship on the day of the royal season . <eos>,he conquered the presidential poll on 2 march 2008 with 71.25 % of the popular vote . <eos>
"santa maria maggiore -lrb- st. mary the greater -rrb- , the earliest extant church in assisi . <eos>","st. moines -lrb- born 14 january 1968 -rrb- , the city of the city , the capital of the city , the capital of the state of st. andrews -lrb- 1968 -rrb- , the city of the state in the city , the city of the state of st. andrews -lrb- 1968 -rrb-<eos>","santa maria maggiore -lrb- st. mary the greater -rrb- , the earliest extant church in assisi . <eos>"
"despite this , farrenc was paid less than her male counterparts for nearly a decade . <eos>",this was a very common person for a time . <eos>,"even so , farrenc was paid less than her male peers for nearly 10 years . <eos>"
"in 1990 , she was the only female entertainer allowed to perform in saudi arabia . <eos>","in the house , she was the only person to have in the only time . <eos>",as a female entertainer she alone was allowed to perform in saudi arabia during 1990 <eos>
"loeche harbours the installations of onyx , the swiss interception system for electronic intelligence gathering . <eos>","the game of the united states system system system for example , the first system system for example , the first system system for example . <eos>",loeche harbours of onyx is the swiss interception system for electronic intelligence gathering . <eos>
bone marrow is the flexible tissue found in the hollow interior of bones . <eos>,it is the largest found in the north-west frontier states of the family found in the canton of america . <eos>,bone marrow is the flexible tissue found in the hollow insides of bones . <eos>
while at kahn he was chief architect for the fisher building in 1928 . <eos>,he was the best in the royal union in the late 1970s . <eos>,he was a chief architect fot fisher building in 1928 when he was at kahn <eos>
yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk . <eos>,references <eos>,yoghurt or yogurt is a milk-based food made by bacterial fermentation of milk . <eos>
"the legs are wide at the top , and narrow at the ankle . <eos>",the great are at the same time . <eos>,"the legs are wide at the top , and narrow at the ankle . <eos>"
gumbasia was created in a style vorkapich taught called kinesthetic film principles . <eos>,in a english term called the english century . <eos>,vorkapich taught gumbasia in a style called kinesthetic film principles . <eos>
"the album , however , was banned from many record stores nationwide . <eos>","the album , was released from many time . <eos>",the album is banned from many record stores nationwide . <eos>
each version of the license is given a distinguishing version number . <eos>,each of the word is a term . <eos>,each license is given a number . <eos>
"he is interred in the restvale cemetery in alsip , illinois . <eos>","he is in the north of the north in the north , canada . <eos>",he is interred in restvale cemetery in alsip illinois . <eos>
this was absorbed into battalions being formed for xi international brigade . <eos>,this was the first time for the international international international international international international international international international airport . <eos>,this was added to battalions being formed for xi international brigade . <eos>
"by most accounts , the instrument was nearly impossible to control . <eos>",most of the people was to be the same of the country . <eos>,"it was nearly impossible to control the instrument , by most accounts . <eos>"
he was appointed companion of honour -lrb- ch -rrb- in 1988 . <eos>,he was the birthplace of the orchestra in the late 1960s . <eos>,he was appointed companion of honour in 1988 . <eos>
orchestration stravinsky first conceived of writing the ballet in 1913 . <eos>,the school of the school in the 1950s . <eos>,stravinsky first conceived of writing the ballet in 1913 . <eos>
the capital of the state is aracaju -lrb- pop . <eos>,the capital of the state is a former football player . <eos>,aracaju is the capital of the state . <eos>
characteristics radar observations indicate a fairly pure iron-nickel composition . <eos>,the depression of the family was a small province of pakistan . <eos>,radar testing shows composition of mostly iron-nickel . <eos>
the plant is considered a living fossil . <eos>,the term is a big park . <eos>,the plant is considered a living fossil . <eos>
calvin baker is an american novelist . <eos>,it is an american american actress . <eos>,calvin baker is an american novelist . <eos>
about 95 species are currently accepted . <eos>,"about about about species , about about about 4 species , about about about species in the species of the species . <eos>",about 95 kinds are being accepted now . <eos>
protests across the nation were suppressed . <eos>,the term were found in the united states . <eos>,protests across the nation were stopped . <eos>
"depending on the context , another closely-related meaning of constituent is that of a citizen residing in the area governed , represented , or otherwise served by a politician ; sometimes this is restricted to citizens who elected the politician . <eos>",the united states of america is a former italian football player . <eos>,"based on the given situation , one more nearest meaning of constituent would be "" a citizen residing in the area governed , represented , or otherwise served by a politician ; "" at times , this is limited to the citizens who elected the politician . <eos>"
"samovar & porter -lrb- 1994 -rrb- , p . 84 syrians did not congregate in urban enclaves ; many of the immigrants who had worked as peddlers were able to interact with americans on a daily basis . <eos>","the world - american hockey association -lrb- born april 22 -rrb- , was a german politician . <eos>","samovar & porter -lrb- 1994 -rrb- , p. 84 syrians did not get together in city groups ; many of the immigrants who had worked as sellers on the street were able to talk with americans every day . <eos>"
"at four-and-a-half years old he was left to fend for himself on the streets of northern italy for the next four years , living in various orphanages and roving through towns with groups of other homeless children . <eos>","at the of the northern years later , he was the next years of the northern years in the united states . <eos>","at four-and-a-half years old , he was left to manage for himself on the streets of northern italy for the next four years , living in various orphanages and travelling through towns with groups of other homeless children . <eos>"
"dr. david lindenmeyer -lrb- australian national university -rrb- has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable , for conserving hollow-dependent species like leadbeater 's possum . <eos>",the national national team is the term for that people that are not not not popular for any other users 's own . <eos>,"dr. david lindenmeyer -lrb- australian national university -rrb- has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable , for conserving hollow-dependent species like leadbeater 's possum . <eos>"
"a town may be correctly described as a market town or as having market rights even if it no longer holds a market , provided the right to do so still exists . <eos>",a town is a town of the town or a town or a town or a part of the state . <eos>,"a town may be correctly identified by a market or as having market rights even if it no longer holds a market , provided the right to do so still exists . <eos>"
"a historian has stated that "" it was quinine 's efficacy that gave colonists fresh opportunities to swarm into the gold coast , nigeria and other parts of west africa "" . <eos>","a person has a lot of that people that the people , and other other parts of west america . <eos>","a historian has stated that "" it was quinine 's effectiveness that gave colonists fresh opportunities to move somewhere in large numbers into the gold coast , nigeria and other parts of west africa ' . <eos>"
"tajikistan , turkmenistan and uzbekistan border afghanistan to the north , iran to the west , pakistan to the south and the people 's republic of china to the east . <eos>","the west of the west , and the people 's republic of the west of the west of the west of the west . <eos>","tajikistan , turkmenistan and uzbekistan border afghanistan to the north , iran to the west , pakistan to the south and the people 's republic of china to the east . <eos>"
"instead , the crew fashioned a trailer with a cantilevered arm attached to the "" hovercraft "" and shot the scene while riding up templin highway north of santa clarita . <eos>","the city of the city is a large compound to the "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" and "" the "" god "" . <eos>","instead , the crew made a trailer with a post attached to the "" hovercraft "" and filmed the scene while riding up templin highway north of santa clarita . <eos>"
"the name survives as a brand for a related spin-off digital television channel , digital radio station , and website which have survived the demise of the printed magazine . <eos>","the name of a british union is a former japanese television television television television television television television television television television television television television television television television television television television show , and the most recent of the group . <eos>","the name survives as a brand for related spin-off digital television channel , digital radio station and website which has survived the demise of the printed magazine . <eos>"
"wario land the wario land series is a platforming series that started with wario land : super mario land 3 , a spin-off of the super mario land series . <eos>",the new york series is a series of the nintendo ds series . <eos>,the platform series wario land from the wario land series stared with the super mario land series . <eos>
"after the sena dynasty , dhaka was successively ruled by the turkish and afghan governors descending from the delhi sultanate before the arrival of the mughals in 1608 . <eos>","after the united states , was the first and the first time from the second time . <eos>","before the mughals arrived in 1608 , after the sena dynasty , dhaka was ruled for a long time by turkish and afghan governors that descended from the delhi sultanate . <eos>"
"bankers from shorebank , a community development bank in chicago , helped yunus with the official incorporation of the bank under a grant from the ford foundation . <eos>",the term is a small unit in the united states of the navy . <eos>,a community development bank in chicago helped yunus with the official incorporation from the ford foundation . <eos>
"mercury is similar in appearance to the moon : it is heavily cratered with regions of smooth plains , has no natural satellites and no substantial atmosphere . <eos>","it is also in the region of the country : it has been part of the city of hawaii , and is the most important of the state of hawaii , and the same countries , and the main union . <eos>",mercury is similar in appearance to the moon with heavily cratered regions of smooth plains and no natural satellites or substantial atmosphere . <eos>
"the compact and intense hurricane caused extreme damage in the upper florida keys , as a storm surge of approximately 18 to 20 feet affected the region . <eos>","the depression and the depression hurricane hurricane in the upper hurricane , as a tropical storm of the island of western island to become the region of the western ocean . <eos>","small , but intense , the hurricane caused a lot of damage in the upper florida keys when a surge of nearly 18 to 20 feet hit the area . <eos>"
"during childhood she suffered from collapsed lungs twice , she had pneumonia 4-5 times a year , a ruptured appendix , and had a tonsillar cyst . <eos>","during the year , she had been a member of the year during the year , she had a short , a member of a union , and a member of the year . <eos>",for two times she had lung disorder when she was a child . she was also suffered from pneumonia 4 to 5 times a year . she was also affected by appendix disorder and had a tonsillar cyst . all these happened during her childhood period . <eos>
"the term gribble was originally assigned to the wood-boring species , especially the first species described from norway by rathke in 1799 , limnoria lignorum . <eos>","the term was also used to the most species , the first species of the first species was the first species of the species . <eos>","the term gribble was originally assigned to the wood-boring species , especially the first species described from norway by rathke in 1799 , limnoria lignorum . <eos>"
"however , even to those who enter the prayer hall of a mosque without the intention of praying , there are still rules that apply . <eos>","however , she was the member of a civil century . <eos>","however , even to those who enter the prayer hall of a mosque without the purpose of praying , there are some rules applicable to them . <eos>"
"iain grieve -lrb- born 19 february , 1987 in jwaneng , botswana -rrb- is a rugby union back-rower for bristol rugby in the guinness premiership . <eos>","he was born in washington , california , california , california , california , california , and in the united states . <eos>","iain grieve -lrb- born 19 february , 1987 in jwaneng , botswana -rrb- is a rugby coming together back-rower for bristol rugby in the guinness premiership . <eos>"
"prunk is a member of institute of european history in mainz , and a senior fellow of the center for european integration studies in bonn . <eos>",it is a member of the canton of european union in the united states . <eos>,prunk is a member of the institute of european history in mainz . he is also a senior fellow of the centre for european integration studies in bonn . <eos>
a matchbook is a small cardboard folder -lrb- matchcover -rrb- enclosing a quantity of matches and having a coarse striking surface on the exterior . <eos>,a small -lrb- -rrb- is a small unit -lrb- a small -rrb- -lrb- a small unit -rrb- . <eos>,a matchbook is a small cardboard folder -lrb- or matchcover -rrb- that holds some matches and has a rough area on the outside . <eos>
"on june 1 , 1972 , he and fellow raf members jan-carl raspe and holger meins were apprehended after a lengthy shootout in frankfurt . <eos>","on june 1 , 2008 , he played the former grand prix and the first time . <eos>","he and fellow raf members jan-carl raspe and holger meins were taken hold after a lengthy shootout . it was in frankfurt on june 1 , 1972 . <eos>"
"bremer reported plans to put saddam on trial , but claimed that the details of such a trial had not yet been determined . <eos>",the british person to become the sense of a person or not not not not not not been the person . <eos>,"bremer reported plans to put saddam on trial , but claimed that the details of such a trial had not yet been determined . <eos>"
the fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location . <eos>,the band is a lot of the spanish formula the band and was in the united states to its name . <eos>,the fourth ring is decorated with golden garlands and was added in 1938-1939 when the column was moved to its current location . <eos>
computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used . <eos>,the word is the same of the same work by the same system to the time and the same time . <eos>,computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used . <eos>
"west berlin had its own postal administration , separate from west germany 's , which issued its own postage stamps until 1990 . <eos>",west west of west west west west of west america <eos>,"west berlin had its own postal administration , separate from west germany 's , which produced its own postage stamps until 1990 . <eos>"
others have theorized that tresca was eliminated by the nkvd as retribution for criticism of the stalin regime of the soviet union . <eos>,the term have been used by the government for the great union of the union union . <eos>,others have made theories that tresca was took away by the nkvd as retribution for views put forward as to errors of the stalin system of things of the soviet union . <eos>
"nupedia was founded on march 9 , 2000 , under the ownership of bomis , inc , a web portal company . <eos>","the city was named on march 9 , 2008 . <eos>","bomis inc , a web portal company founded nupedia on march 9 , 2000 . <eos>"
the conference papers were published the next year in a bookmicroeconomic foundations of employment and inflation theory by phelps et al . <eos>,the year was the first year in a series of the year in a series of the time in a series of the time in a series of the time . <eos>,the conference papers were published the next year in a bookmicroeconomic foundations of employment and inflation theory by phelps et al . <eos>
it is now the site of meher baba 's samadhi -lrb- tomb-shrine -rrb- as well as facilities and accommodations for pilgrims . <eos>,it is the capital of the royal 's republic of the royal republic -lrb- lner -rrb- as well as well as well as well as well as well as well as well as well as well as well as well as well as well as well as well<eos>,it is now the meher baba 's tomb-shrine and a place for pilgrims . <eos>
"she was among the first doctors to object to cigarette smoking around children , and drug use in pregnant women . <eos>",she was the first to live in the first time to live in the first time to live in the first time . <eos>,she was one of the first doctors that said cigarette smoking near children and drug use in pregnant women was not safe . <eos>
small value inductors can also be built on integrated circuits using the same processes that are used to make transistors . <eos>,the small word can also be found on the same system . <eos>,both small value inductors and transistors can be built on integrated circuits . <eos>
representatives of the professional hockey writers ' association vote for the all-star team at the end of the regular season . <eos>,the league league for the season season . <eos>,representatives of the hockey writers ' association vote for the all-star team at the end of the regular season . <eos>
"furthermore , spectroscopic studies have shown evidence of hydrated minerals and silicates , which indicate rather a stony surface composition . <eos>","the term have been shown of the time and the same part of the day , but they have been popular in the same . <eos>","furthermore , spectroscopic studies have shown proof of hydrated minerals and silicates , which points to rather a stony surface material . <eos>"
the prime minister stays in office only as long as he or she retains the support of the lower house . <eos>,the royal minister of the royal party in the royal party in the royal party in the royal party . he was also known as the other house . <eos>,the prime minister stays in office only as long as he or she keeps the support of the lower house . <eos>
"defiantly , she vowed to never renounce the commune , and dared the judges to sentence her to death . <eos>","it is to make the region , and the person to her death . <eos>",she refused to give up the commune and prefered the death sentence <eos>
thereafter the county 's administration was conducted at duns or lauder until greenlaw became the county town in 1596 . <eos>,the county was at the county 's house of the county 's house . <eos>,after that the county 's administration was conducted at duns or lauder until greenlaw became the county town in 1596 . <eos>
"from the telephone exchange , the port jackson district commandant could communicate with all military installations on the harbour . <eos>","from the town of the state , the district of pakistan is a province from the punjab frontier frontier . <eos>","by use of the telephone exchange , the port jackson district commandant could talk to all military installations on the harbour . <eos>"
"in 2005 , meissner became the second american woman to land the triple axel jump in national competition . <eos>","in 2005 , the second american american union is the second american union to the world in the second american hockey league . <eos>","in 2005 , meissner became the second american woman to land the triple axel jump in national competition . <eos>"
"he was also famous for his prints , book covers , posters , and garden metalwork furniture . <eos>","he also also also also for his father , and later , and other websites . <eos>","he is famous for prints , book covers , posters , and garden metalwork furniture . <eos>"
"the montreal canadiens are a professional ice hockey team based in montreal , quebec , canada . <eos>",the american league -lrb- born 14 -rrb- is a professional ice hockey league in the united states . <eos>,"the montreal canadiens are a skilled ice hockey team from montreal , quebec , canada . <eos>"
"the primavera is a painting by the italian renaissance painter sandro botticelli , c . 1482 . <eos>",the movie is a movie by the italian company . <eos>,"painted around 1482 , the primavera is a painting by the italian renaissance painter , sandro botticelli . <eos>"
stallone also had a cameo appearance in the 2003 french film taxi 3 as a passenger . <eos>,"the first in the early french film film , as a person in the united states . <eos>",stallone also had a small character part in the 2003 french film taxi 3 as a passenger . <eos>
the wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries . <eos>,the term is also known as the term of a big are known as the term by a big or a big group . <eos>,the wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries . <eos>
it is described as pointed in the face and about the size of a rabbit . <eos>,"it is also known as the "" "" "" "" a "" . <eos>",it is about the size of a rabbit and has a pointed face . <eos>
the quark model was independently proposed by physicists murray gell-mann and george zweig in 1964 . <eos>,the city was created by the government and george george in the united states . <eos>,the quark model was independently proposed by physicists murray gell-mann and george zweig in 1964 . <eos>
