Original,Prediction,Simplified sentences
"you may add a passage of up to five words as a front-cover text , and a passage of up to 25 words as a back-cover text , to the end of the list of cover texts in the modified version . <eos>",a coat of a coat of a lorry of the first of the united 's first in the united 's of the united 's of the united 's war in the united 's war . <eos>,"you may can a passage of up to five words as a front-cover text , and a passage of up to 25 words as a back-cover text , to the end of the list of cover texts in the modified version . <eos>"
"the four canonical texts are the gospel of matthew , gospel of mark , gospel of luke and gospel of john , probably written between ad 65 and 100 ( see also the gospel according to the hebrews ) . <eos>","the newspaper of the tarn of the rams of the nordic of the nordic , the ruhr , the ruhr boosh to the stanley . <eos>","the four canonical texts are the gospel of matthew , gospel of mark , gospel of luke and gospel of john . they were probably written between ad 65 and 100 ( see also the gospel according to the hebrews ) . <eos>"
"jurisdiction draws its substance from public international law , conflict of laws , constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society . <eos>",diatomic was a first of the first of the first of the first and end to the end of the western end of the western area of the western area . <eos>,"jurisdiction draws its substance from public international law , conflict of laws , and constitutional law . it also includes the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society . <eos>"
"later , esperanto speakers began to see the language and the culture that had grown up around it as ends in themselves , even if esperanto is never adopted by the united nations or other international organizations . <eos>","he was a storm of the shoulder , but to the first to be a first to be a first to be a other to be a other to be a other to be a young in the cell . <eos>",esperanto speakers saw their language and culture as ends in themselves . this was despite the fact that esperanto was never adopted by the un or other international organizations as an official language . <eos>
"summerslam ( 2009 ) is an upcoming professional wrestling pay-per-view event produced by world wrestling entertainment ( wwe ) , which will take place on august 23 , 2009 at staples center in los angeles , california . <eos>","a verb is a large of the canadian , and a canadian of a canadian , and a canadian of a economic , and a economic of the economic . <eos>","on august 23 , 2009 there will be a pay-per-view event for wrestling from the wwe called summerslam . it will take place at the staples center in la . <eos>"
"macgruber starts asking for simple objects to make something to defuse the bomb , but he is later distracted by something ( usually involving his personal life ) that makes him run out of time . <eos>",diatomic of a saddle of the `` `` `` `` `` `` `` `` `` `` `` `` `` a free of a free of a square . <eos>,"macgruber starts by asking for simple objects to stop the bomb from working . later he is distracted by an event from his personal life . as a result , he runs out of time to stop the bomb . <eos>"
"eva anna paula braun , died eva anna paula hitler ( 6 february 1912 - 30 april 1945 ) was the longtime companion and , for a brief time , wife of adolf hitler . <eos>","toller enrique rpg is a canadian of the canadian , which was a canadian of the canadian , which was a canadian of the canadian of the uk , which was a first good of the uk of altenstadt . <eos>",eva anna paula braun was the girlfriend and wife of adolf hitler . <eos>
"in the years before his final release in 1474 , when he began preparations for the reconquest of wallachia , vlad resided with his new wife in a house in the hungarian capital . <eos>","in the town , the first was a first in the first of the first word , a first of the first of the first word , which was a first of the first book of the cape of pain . <eos>","in the years before his final release in 1474 , when he began preparing to reconquer wallachia , vlad resided with his new wife in the hungarian capital . <eos>"
"he came from a musical family ; his mother , larue , was an administrative assistant and singer , and his father , keith brion , was a band director at yale . <eos>","he was a large of a large , and a large of a town , england , and a town . <eos>","he can from a musical family . his mother , larue was a secretary and singer . his father , keith brion was a band director at yale . <eos>"
reflection nebulae are usually blue because the scattering is more efficient for blue light than red ( this is the same scattering process that gives us blue skies and red sunsets ) . <eos>,the volcano is the fourth of the same key ( or fellow . <eos>,reflection nebulae are usually blue . this is because the scattering is more effective for blue light than for red . <eos>
"in the soviet years , the bolsheviks demolished two of rostov 's principal landmarks - st alexander nevsky cathedral ( 1908 ) and st george cathedral in nakhichevan ( 1783-1807 ) . <eos>",in the `` the `` `` the `` `` `` the `` `` `` the `` `` `` the `` series of the ship ( g ) . <eos>,"the bolsheviks destroyed two of rostov 's principal landmarks . namely , st alexander nevsky cathedral ( 1908 ) and st george cathedral in nakhichevan ( 1783-1807 ) . <eos>"
"cogeneration ( also combined heat and power , chp ) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat . <eos>",the term of the term is a large of the canadian of the canadian of the graph of the mirror or curve . <eos>,cogeneration uses a heat engine or power station to generate electricity and heat at the same time . <eos>
val venis defeated rikishi in a steel cage match to retain the wwf intercontinental championship ( 14:10 ) venis pinned rikishi after tazz hit rikishi with a tv camera . <eos>,the first was a first of the canadian of the canadian and the canadian of the canadian and other sides . <eos>,val venis defeated rikishi in a steel cage match to retain the wwf intercontinental championship . venis pinned rikishi after tazz hit rikishi with a tv camera . <eos>
"unlike the clouds on earth , however , which are composed of crystals of ice , neptune 's cirrus clouds are made up of crystals of frozen methane . <eos>",the first of the first of the first of the first of the first of the golden of the golden of a golden of a golden of a golden of a defense of a imaginary of a imaginary . <eos>,"neptune 's cirrus clouds are made up of crystals of frozen methane , not like the clouds on earth which are made up of crystals of ice . <eos>"
"the pad called for the resignation of the governments of thaksin shinawatra , samak sundaravej and somchai wongsawat , whom the pad accused of being proxies for thaksin . <eos>",the dalai of the dalai of the island of the island of the fourteenth of the holy of the fourteenth of the fourteenth of the fourteenth of the fourteenth of erzerum . <eos>,"the pad called for the resignation of the governments of thaksin shinawatra , samak sundaravej and somchai wongsawat . <eos>"
britpop emerged from the british independent music scene of the early 1990s and was characterised by bands influenced by british guitar pop music of the 1960s and 1970s . <eos>,a spaniards has a town of the same of the same of the same of the same of the same of the area . <eos>,britpop is a type of british independent music . it was invented in the early 1990s . britpop sounded like british guitar pop music from the 1960s and 1970s . <eos>
"acanthopholis 's armour consisted of oval plates set almost horizontally into the skin , with spikes protruding from the neck and shoulder area , along the spine . <eos>","the state of the state of the state , the raja , the raja , and the undertaker of the united , and the queen 's ecw and the eastern . <eos>",acanthopholis 's armour was made up of oval plates and spikes . <eos>
"however travel through very remote areas , on isolated tracks , requires advance planning and a suitable , reliable vehicle ( usually a four wheel drive ) . <eos>","he was a large of a spanish of a spanish of a spanish of a feathery , and a spacing of marxist . <eos>","however travel through very remote areas , on isolated tracks , requires advance planning and a suitable , reliable vehicle . <eos>"
a wikipedia gadget is a javascript and / or a css snippet that can be enabled simply by checking an option in your wikipedia preferences . <eos>,a old is a old of a fantasy or a fantasy or in a square . <eos>,a wikipedia gadget is a javascript and / or a css snippet . it can be enabled simply by checking an option in your wikipedia preferences . <eos>
"he followed this with several other pieces about hiawatha : the death of minnehaha , overture to the song of hiawatha and hiawatha 's departure . <eos>",he was a first of the shoulder of the united of the united of the united of the north and other cancer . <eos>,he then wrote more about hiawatha . <eos>
on occasion the male `` den master '' will also allow a second male into the den ; the reason for this is unclear . <eos>,the sheffield was a first of the united of the united . <eos>,on occasion the male `` den master '' will also allow a second male into the den . the reason for this is unknown . <eos>
"james i appointed him a gentleman of the chapel royal , where he served as an organist from at least 1615 until his death . <eos>",a first of the first of the first of the first of the first of the republic of the republic of the series of the series of the series . <eos>,james i appointed him a gentleman of the chapel royal . he was the chapel 's organist from 1615 until he died . <eos>
most irc servers do not require users to register an account but a user will have to set a nickname before being connected . <eos>,some storm to be to be to be a other to be a other to be a other to be a other to be a other to be a other to be a procedure to be a procedure . <eos>,the irc servers usually do n't make you register for an account but you will have to set a nickname in order to connect . <eos>
eugowra is said to be named after the indigenous australian word meaning `` the place where the sand washes down the hill '' . <eos>,the decavalcante is a largest of the united of the united of the united . <eos>,eugowra named after the indigenous australian word meaning `` the place where the sand washes down the hill '' . <eos>
"origin irmo was chartered on christmas eve in 1890 in response to the opening of the columbia , newberry and laurens railroad . <eos>",she was a first in the nearest of the north area . <eos>,"origin irmo was started december 24 , 1890 because of the opening of railroads in columbia . <eos>"
"this was substantially complete when messiaen died , and yvonne loriod undertook the final movement 's orchestration with advice from george benjamin . <eos>",he was a storm storm the new storm . <eos>,"this was mostly complete when messiaen died , and yvonne loriod undertook the final movement 's orchestration with advice from george benjamin . <eos>"
"it has a capacity of 98,772 , making it the largest stadium in europe , and the eleventh largest in the world . <eos>",it was a first in the united states in the united states . <eos>,"it 's capacity of 98,772 makes it the largest stadium in europe , and the 11th largest in the world . <eos>"
"in december , 1967 , ten boom was honored as one of the righteous among the nations by the state of israel . <eos>","in the state , he was a first of the state , the first was a first of the united states . <eos>",ten boom was honored by the state of israel in december of 1967 . <eos>
terms such as `` undies '' for underwear and `` movie '' for `` moving picture '' are oft-heard terms in english . <eos>,"he was a town of an town of england , england . <eos>",terms such as `` undies '' for underwear and `` movie '' for `` moving picture '' are often heard in english . <eos>
"the lawyer , brandon ( waise lee ) , became his idol , and mk sun grew up to be a lawyer . <eos>","the term of the term , a term of a sphere , and a sphere of a sphere . <eos>","the lawyer , brandon , played by waise lee became his idol . mk sun grew up to be a lawyer . <eos>"
"isbn 1-876429-14-3 is an historic township located near cowra in the central west of new south wales , australia in cabonne shire . <eos>",the cream is a first in the united of the united of the united . <eos>,"isbn 1-876429-14-3 is a historic township located near cowra . it is in the central west of new south wales , australia in cabonne shire . <eos>"
"he died on may 29 , 1518 in madrid , spain and was buried in the church of san benito d'alcantara . <eos>",he was a first wrestling in the united of the united of the united of the united . <eos>,"he died on may 29 , 1518 in madrid spain . he was buried in the church of san benito d'alcantara . <eos>"
she was left behind ( explanations for this vary ) when the rest of the nicolenos were moved to the mainland . <eos>,he was the first of the united of the united states . <eos>,"when the rest of the nicolenos moved to the mainland , she was left behind . no one knows why . <eos>"
dry air wrapping around the southern periphery of the cyclone eroded most of the deep convection by early on september 12 . <eos>,the first of the first of the first of the first of the holy of the holy of the holy of the holy . <eos>,dry air wrapping around the southern part of the cyclone took away parts on september 12 . <eos>
"usually portrayed as being bald , with long whiskers , he is said to be an incarnation of the southern polestar . <eos>",this was a first of the western first of the united of the united of the united of the united of the united . <eos>,"most often show bald , bearing long whiskers . many call him the incarnation of the southern polestar . <eos>"
this closely resembles the unix philosophy of having multiple programs each doing one thing well and working together over universal interfaces . <eos>,the first storm of the han of the han of the han of the han and other storm . <eos>,this resembles the unix philosophy . according to the unix philosophy there are multiple programs . each program does one thing well and the programs work together over universal systems . <eos>
"shi ' a muslims consider karbala to be one of their holiest cities after mecca , medina , jerusalem and najaf . <eos>",this of a clearer of a clearer and other features of salon and karnataka . <eos>,"shi'as consider karbala to be one of their holiest cities after mecca , medina , jerusalem and najaf . <eos>"
some articles are quite lengthy and rich in content while others are shorter ( possibly stubs ) and of lesser quality . <eos>,some are are used in december and metallic and other dakota . <eos>,longer articles are rich in content while shorter ones are of less quality . <eos>
"naas is a major `` dublin suburb '' town , with many people living in naas and working in dublin . <eos>",hawk is a genre in a american in a american in a american . <eos>,naas is a suburb of dublin . most people who live in naas work in dublin . <eos>
"that same year he also received a mechanics certificate , becoming the youngest certificated airplane mechanic in new york . <eos>",he was a large to the canadian opera the canadian opera in the uk opera year . <eos>,also in that year he received a mechanics certificate . this made him the youngest certificated airplane mechanic in new york . <eos>
"conversely , bills proposed by the law commission , and consolidation bills , start in the house of lords . <eos>","he was the first of the first region , in the united of the united states . <eos>","on the other hand , bills proposed by the law commission , and consolidation bills , start in the house of lords . <eos>"
"the sheppard line currently has fewer users than the other two subway lines , and shorter trains are run . <eos>","the term of the term was the storm , and the third and etching and etching . <eos>",the sheppard line less users than the other two subway lines . <eos>
"development stable releases are rare , but there are often subversion snapshots which are stable enough to use . <eos>",some are made to be a neutral to be a victorian of food . <eos>,development stable output are rare but there are s lot of subversion snapshots that are good enough to use . <eos>
he served as the prime minister of egypt between 1945 and 1946 and again from 1946 and 1948 . <eos>,he was a daughter of the daughter of the daughter and 1766. . <eos>,he served as the prime minister of egypt between 1945 and 1946. he than served again from 1946 and 1948 . <eos>
"finally in 1482 the order dispatched him to florence , the ' city of his destiny ' . <eos>","in the first tetrapods , the first was the first of the united of the united . <eos>","finally in 1482 , they order to release him to florence , the 'city of his destiny ' . <eos>"
this was demonstrated in the miller-urey experiment by stanley l. miller and harold c. urey in 1953 . <eos>,the storm was in the same armored in the same . <eos>,this was shown in the miller-urey experiment by stanley l. miller and harold c. urey in 1953 . <eos>
"monteux is a commune of the vaucluse departement in southern france , in the area provence-alpes-cote d'azur . <eos>",marant is a commune of the united states in the united . <eos>,monteux is a commune in southern france . it is part of the vaucluse departement . the commune is located in provence-alpes-cote d'azur . <eos>
"he excuses himself because he has to leave for rehearsal , and he and dr. schon leave . <eos>",he was a american of the american and other american and other small . <eos>,"he tells others that he needs to leave for rehearsal . then , he and dr. schon leave . <eos>"
since the end of the 19th century eschelbronn is well known for its furniture manufacturing industry . <eos>,the first of the national of the national of the national of the book of the book . <eos>,eschelbronn has been known for furniture manufacturing since the end of the 19th century . <eos>
chauvin was embarrassed to receive his award and initially indicated that he may not accept it . <eos>,some was to be a victorian to be a victorian of other and other neutral . <eos>,"chauvin was embarrassed to receive his award . at first , he said he would n't accept it . <eos>"
"despite this , farrenc was paid less than her male counterparts for nearly a decade . <eos>","this was a first way in 1254 , england , england , england . <eos>","still , farrenc was paid less than men . <eos>"
the upper half also resembles the coat of arms of the former district oberbarnim . <eos>,the first of the first river the first of the east of the united of the governor-general . <eos>,the upper half also looks like the coat of arms of the earlier district oberbarnim . <eos>
bone marrow is the flexible tissue found in the hollow interior of bones . <eos>,rawalpindi is the commune of the united of the united of the united . <eos>,bone marrow is a flexible tissue . it is found in the hollow inside part of bones . <eos>
while at kahn he was chief architect for the fisher building in 1928 . <eos>,in the cream was a first was was in the uk . <eos>,"in 1928 , he worked at kahn . he was the chief architect for the fisher building . <eos>"
gumbasia was created in a style vorkapich taught called kinesthetic film principles . <eos>,he was a american in a american . <eos>,gumbasia was made in a style called kinesthetic film principles . <eos>
each version of the license is given a distinguishing version number . <eos>,the book is a capital of the american is a american of the world . <eos>,every version of the license is given a different number . <eos>
"he is interred in the restvale cemetery in alsip , illinois . <eos>",he is a american in the uk . <eos>,"his body rests in the restvale cemetery in alsip , illinois . <eos>"
this was absorbed into battalions being formed for xi international brigade . <eos>,he was a faculty of the faculty of cuba . <eos>,it was made a part of the fighting forces that were organized for xi international brigade . <eos>
their participation is limited until they reach legal adulthood . <eos>,a cocktail is a important of the republic of england . <eos>,they can not fully participate until the are a legal adult . <eos>
below are some useful links to facilitate your involvement . <eos>,some are not be to be to be to be to be to be dimensions . <eos>,below are some useful links to to help you get involved . <eos>
the capital of the state is aracaju ( pop . <eos>,the most of the main boson is the governor-general of the governor-general . <eos>,the capital of the state is aracaju . <eos>
calvin baker is an american novelist . <eos>,postal is a libyan of saturn . <eos>,calvin baker is a writer . <eos>
about 95 species are currently accepted . <eos>,many are also are used . <eos>,about 95 species are currently recognized . <eos>
"the company opened twice as many canadian outlets as mcdonald 's `` wendy 's confirms tim hortons ipo by march '' , ottawa business journal , december 1 , 2005 , and system-wide sales also surpassed those of mcdonald 's canadian operations as of 2002 . <eos>","the bcg was used in the sphere of the sphere , and a map is a map of a gps , and a map of a gps . <eos>",the canadian wendy 's was twice as popular as mcdonalds in 2002 . <eos>
"the kindle 2 features 16-level grayscale display , improved battery life , 20 percent faster page-refreshing , a text-to-speech option to read the text aloud , and overall thickness reduced from 0.8 to 0.36 inches ( 9.1 millimeters ) . <eos>","the bcg of the bcg and help , the spanish of the gold and hyena , and other chart to help 300 , and other chart to help 300 , and hyena to help 300<eos>",the kindle 2 features several technological advances . <eos>
"oel manga series graystripe 's trilogy there is a three volume original english-language manga series following graystripe , between the time that he was taken by twolegs in dawn until he returned to thunderclan in the sight . <eos>",oliver is a town of the town key in the united in the united of the united . <eos>,there is a three book manga series that follows the character graystripe . <eos>
"at four-and-a-half years old he was left to fend for himself on the streets of northern italy for the next four years , living in various orphanages and roving through towns with groups of other homeless children . <eos>","the first was made to be a shoulder of the canadian of the area , and a first of the area , and a first of the area of the area . <eos>",as a young child he was left to fend for himself on the streets of italy with groups of other homeless children . <eos>
"samovar & porter ( 1994 ) , p. 84 syrians did not congregate in urban enclaves ; many of the immigrants who had worked as peddlers were able to interact with americans on a daily basis . <eos>",diatomic was a storm in the same of the same of the same of the same of the same of the same of the same of the same of the same of the same of<eos>,84 syrians did not congregate in urban enclaves . many of the immigrants who had worked as peddlers were able to interact with americans on a daily basis . <eos>
"dr. david lindenmeyer ( australian national university ) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable , for conserving hollow-dependent species like leadbeater 's possum . <eos>",elin is the number of the same of the same and be the same of the same . <eos>,the need for nest boxes indicates that logging practices are not ecologically sustainable for conserving hollow-dependent species . the argument was made by dr. david lindenmeyer from the australian national university . <eos>
"in late 2004 , suleman made headlines by cutting howard stern 's radio show from four citadel stations , citing stern 's frequent discussions regarding his upcoming move to sirius satellite radio . <eos>","in a term , he is a cryptographic to be a cryptographic or ash or ash . <eos>",suleman cut howard stern 's radio show from four citadel stations in 2004. he said it was because of stern 's discussions regarding his move to sirius satellite radio . <eos>
"plot captain caleb holt ( kirk cameron ) is a firefighter in albany , georgia and firmly keeps the cardinal rule of all firemen , `` never leave your partner behind '' . <eos>","armageddon juncea is a canadian of a canadian , a canadian of the canadian , and a canadian of a canadian . <eos>",caleb holt played by kirk cameron is a firefighter in georgia and follows the rule `` never leave your partner behind '' . <eos>
"offenbach 's numerous operettas , such as orpheus in the underworld , and la belle helene , were extremely popular in both france and the english-speaking world during the 1850s and 1860s . <eos>","the term was in the american , and the 2002 wrestling in the new north . <eos>","offenbach composed numerous operettas , such as orpheus in the underworld and la belle helene . his operettas were very popular in france and english-speaking countries in the 1850s and 1860s . <eos>"
"a town may be correctly described as a market town or as having market rights even if it no longer holds a market , provided the right to do so still exists . <eos>",a old of a old of a university or the university of the university and the same to be a university . <eos>,"so long as the right exists , a town me remain classified as a market town . <eos>"
"tajikistan , turkmenistan and uzbekistan border afghanistan to the north , iran to the west , pakistan to the south and the people 's republic of china to the east . <eos>","the huntsman , the first to the norwegian to the norwegian to the norwegian and the norwegian of the east and the icelandic of the icelandic . <eos>","tajikistan , turkmenistan and uzbekistan border afghanistan to the north . they also border iran to the west , pakistan to the south and the people 's republic of china to the east . <eos>"
"the name survives as a brand for a related spin-off digital television channel , digital radio station , and website which have survived the demise of the printed magazine . <eos>","the impacts is a first of the mighty , and the mighty of the main of the main of the main . <eos>","the name has become a brand for a related spin-off digital television channel , digital radio station and website . these have survived the end of the printed magazine . <eos>"
"bankers from shorebank , a community development bank in chicago , helped yunus with the official incorporation of the bank under a grant from the ford foundation . <eos>","a sheffield , he was a first to the united of the united of the united of the united . <eos>",bankers from chicago-based community development bank shorebank helped yunus with official incorporation thanks to a ford foundation grant . <eos>
"during childhood she suffered from collapsed lungs twice , she had pneumonia 4-5 times a year , a ruptured appendix , and had a tonsillar cyst . <eos>","a dogfight was a large of a canadian , a large of a graph , and a integral of a graph . <eos>",she suffered in her childhood numerous lung related illnesses like a collapsed lung and pneumonia . <eos>
roof tiles dating back to the tang dynasty with this symbol have been found west of the ancient city of chang'an ( modern-day xian ) . <eos>,the first storm to the first to the united of the united of the united of the united of the united of the united of the late of pain . <eos>,roof tiles from the tang dynasty with this symbol have been found west of modern-day xian . <eos>
"jeanne marie-madeleine demessieux ( february 13 , 1921 november 11 , 1968 ) , was a french organist , pianist , composer , and pedagogue . <eos>","kevin , the fad , , , , , , , , , , mark , including , and mark henry , and mark henry , and mark henry . <eos>","jeanne marie-madeleine demessieux was a french organist , pianist , composer , and teacher . <eos>"
"the term gribble was originally assigned to the wood-boring species , especially the first species described from norway by rathke in 1799 , limnoria lignorum . <eos>","the team was held to the american to the area , and the first storm . <eos>",the term gribble was assigned to the limnoria lignorum by rathke in 1799 as the first of its kind . <eos>
"however , even to those who enter the prayer hall of a mosque without the intention of praying , there are still rules that apply . <eos>",he was a first of the canadian of the holy of the holy of the holy of the holy of the area . <eos>,everyone who enters the prayer hall of a mosque has to obey the rules . <eos>
"iain grieve ( born 19 february , 1987 in jwaneng , botswana ) is a rugby union back-rower for bristol rugby in the guinness premiership . <eos>",genista is a town of the canadian of the uk in the uk in the uk . <eos>,"iain grieve ( born 19 february , 1987 in jwaneng , botswana ) is a rugby union back-rower . he plays for bristol rugby in the guinness premiership . <eos>"
"alternative views on the subject have been proposed throughout the centuries ( see below ) , but all were rejected by mainstream christian bodies . <eos>","the term of the term was the first of the holy , which was a american of the holy . <eos>","different views have been presented throughout history , but all have been rejected . <eos>"
a matchbook is a small cardboard folder ( matchcover ) enclosing a quantity of matches and having a coarse striking surface on the exterior . <eos>,a cocktail is a book of the western state of the united of the united . <eos>,a collection of matches in a small cardboard box with a rough striking surface on the side is known as a matchbook . <eos>
"the polymer is most often epoxy , but other polymers , such as polyester , vinyl ester or nylon , are also sometimes used . <eos>","the term is a large of the large of the sphere , and a large of the gps , and a large of water . <eos>","the most commonly used polymer is epoxy . however , other polymers used include polyester , vinyl ester and nylon . <eos>"
"seventy-five defencemen are in the hall of fame , more than any other current position , while only 35 goaltenders have been inducted . <eos>","in 1847 , he was a american in the american of the same . <eos>","35 goaltenders have been inducted into the hall of fame , which is substantially less than defencemen which make up more than any other position . <eos>"
"bremer reported plans to put saddam on trial , but claimed that the details of such a trial had not yet been determined . <eos>",this was to be a first of the university of the united of the united of the united of the united . <eos>,"bremer reported plans to put saddam on trial , but claimed the trial 's details were n't determined . <eos>"
the fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location . <eos>,the name is a storm to the greek . <eos>,the fourth ring is made fancy with gold items and added in 1938 39 when the column moved to where it is now . <eos>
computer performance is characterized by the amount of useful work accomplished by a computer system compared to the time and resources used . <eos>,a most is a capital of the american of the same of the same of the north and other american to the american . <eos>,performance is a comparison of the useful work accomplished by a computer system to the time and resources used . <eos>
"west berlin had its own postal administration , separate from west germany 's , which issued its own postage stamps until 1990 . <eos>","a dogfight , he was a town of a town , but was a town of a town . <eos>",the post administration of west berlin was separate from west germany 's . it issued its own postage stamps until 1990 . <eos>
"nupedia was founded on march 9 , 2000 , under the ownership of bomis , inc , a web portal company . <eos>","he was a fad of the fad , including , and barley , and barley , and barley , and barley . <eos>","nupedia was founded on march 9 , 2000 , by bomis , inc , a web portal company . <eos>"
"before the advent of the pocket calculator , it was the most commonly used calculation tool in science and engineering . <eos>","the first of the first of the first , the first of the east , and the first and the american and artiodactyla . <eos>",it was the most commonly used calculation tool before the invention of the pocket calculator . <eos>
"railway gazette international is a monthly business journal covering the railway , metro , light rail and tram industries worldwide . <eos>","kevin is a garden 's garden , and the garden of the uk and london 's and london . <eos>","the railway gazette international is a business journal that covers the railway , metro , light rail , and tram industries . <eos>"
"she was among the first doctors to object to cigarette smoking around children , and drug use in pregnant women . <eos>",after the storm was used to the goldfields to the early storm to the early where to the early storm . <eos>,she was one of the first doctors to raise concern at smoking around children and pregnancy drug use . <eos>
small value inductors can also be built on integrated circuits using the same processes that are used to make transistors . <eos>,some are also be be be be be be be be the same to be the same . <eos>,small value inductors can be built on integrated circuits . using the same process that are used to make transistors . <eos>
representatives of the professional hockey writers ' association vote for the all-star team at the end of the regular season . <eos>,bagnotar is the first of the largest of the united of the united . <eos>,members from the professional hockey writers ' association vote for the all-star team at the end of the regular season . <eos>
"prospectors from california , europe and china were also digging along the peel river and up the mountain slopes . <eos>","he was a first of the north rally , and the north great of the united . <eos>","prospectors from california , europe and china were digging along the peel river . they also were digging up the mountain slopes . <eos>"
"defiantly , she vowed to never renounce the commune , and dared the judges to sentence her to death . <eos>",ram dass to the norwegian and larry the seva and larry to the norwegian . <eos>,she promised to never to tell the truth and begged for death . <eos>
thereafter the county 's administration was conducted at duns or lauder until greenlaw became the county town in 1596 . <eos>,the district was a district in the district . <eos>,"after that , the county 's business was done at duns or lauder until greenlaw became the county town in 1596 . <eos>"
"from the telephone exchange , the port jackson district commandant could communicate with all military installations on the harbour . <eos>","the genome was the first conference of the siret , the ritual was the first conference . <eos>","from his telephone , the port jackson district commandant could talk to all the military bases on the harbour . <eos>"
he won the presidential election held on 2 march 2008 with 71.25 % of the popular vote . <eos>,he was the first district of the united of the united of the united . <eos>,in 2008 he won the presidential election . <eos>
"he was also famous for his prints , book covers , posters , and garden metalwork furniture . <eos>","he was a large of a large , and a large of a large . <eos>","he was famous for his prints , book covers , posters , and garden metalwork furniture . <eos>"
"santa maria maggiore ( st. mary the greater ) , the earliest extant church in assisi . <eos>","palestinian machiavelli , the poodle 's negotiations , the poodle 's negotiations affairs . <eos>",santa maria maggiore is the earliest church still in assisi . <eos>
"the montreal canadiens are a professional ice hockey team based in montreal , quebec , canada . <eos>","the term of the term and etching antonio , puppetry , and pulpwood in the sphere . <eos>",the montreal canadiens are an ice hockey team from montreal in canada . <eos>
"in 1990 , she was the only female entertainer allowed to perform in saudi arabia . <eos>",in the first was the first was the first in the united . <eos>,there was only one female entertainer in saudi arabia in 1990 . <eos>
"loeche harbours the installations of onyx , the swiss interception system for electronic intelligence gathering . <eos>","the first of the holy of the holy of the holy grail , the holy of the holy grail . <eos>","loeche owns the installations of onyx , the swiss system for electronic intelligence gathering . <eos>"
the wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries . <eos>,the term is a third of the third 's third is a third key . <eos>,wounds inflicted by a club are known as bludgeoning or blunt-force trauma injuries . <eos>
it is described as pointed in the face and about the size of a rabbit . <eos>,it is the first in the united of the united . <eos>,it is about the size of a rabbit with a pointed face . <eos>
the quark model was independently proposed by physicists murray gell-mann and george zweig in 1964 . <eos>,the term was a storm of the golden and sohag . <eos>,"the quark model was proposed separately by two physicists murray gell-mann , and george zweig , in 1964 . <eos>"
"the primavera is a painting by the italian renaissance painter sandro botticelli , c. 1482 . <eos>",the alu is the governor-general of the governor-general 's buddhist . <eos>,the primavera was painted by the italian renaissance painter sandro botticelli . it was painted in approximately 1482 . <eos>
some of the largest reservoirs in the world can be found along the volga . <eos>,the first of the world of the world in the world . <eos>,some of the largest reservoirs are found along the volga . <eos>
notable features of the design include key-dependent s-boxes and a highly complex key schedule . <eos>,the coat of the holy of the holy of the holy of the holy of the holy of simplon . <eos>,notable features of the design include key-dependent s-boxes and a complex key schedule . <eos>
yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk . <eos>,a workstation is a genre of a genre . <eos>,yogurt is made by the fermentation of milk . <eos>
"the legs are wide at the top , and narrow at the ankle . <eos>","the district was the first of the united , the district , and the first and the ennepe . <eos>",the legs are wider at the top than at the ankle . <eos>
human skin hues can range from very dark brown to very pale pink . <eos>,"some was a mobile , he was a mobile to be a other to be a other to be a other . <eos>",human skin ranges from dark brown to pale pink . <eos>
military career donaldson enlisted in the australian army on 18 june 2002 . <eos>,the last was the last in the royal . <eos>,military career donaldson enlisted in the australian army on 18 june 2002 . <eos>
"the album , however , was banned from many record stores nationwide . <eos>",the marriage was also on the greek . <eos>,the album was banned from many stores . <eos>
"by most accounts , the instrument was nearly impossible to control . <eos>",it was the first capital to the nearest . <eos>,most people said the instrument was nearly impossible to control . <eos>
he was appointed companion of honour ( ch ) in 1988 . <eos>,he was a first of a town in australia . <eos>,he was appointed companion of honour in 1988 . <eos>
orchestration stravinsky first conceived of writing the ballet in 1913 . <eos>,montero properties was the first of the united of the united of the united . <eos>,stravinsky first thought of writing the ballet in 1913 . <eos>
no skater has yet accomplished a quadruple axel in competition . <eos>,this has a town of a town in a town in 1961 . <eos>,no skater has ever done a four spin axel in competition . <eos>
new south wales 's largest city and capital is sydney . <eos>,the term is a american and tecklenburg . <eos>,"sydney , the largest city in new south wales is also its capital . <eos>"
characteristics radar observations indicate a fairly pure iron-nickel composition . <eos>,some are a lighter of a libyan . <eos>,a mainly pure iron-nickel composition was observed by radar . <eos>
the crosier symbolises the monasteries of the region . <eos>,"the cilia of the respiratory of the respiratory , the cilia of the united . <eos>",the crosier is a symbol of the local monasteries . <eos>
the plant is considered a living fossil . <eos>,the term is a district . <eos>,the plant is ancient . <eos>
other nearby settlements include pont-bellanger and beaumesnil . <eos>,it is also used for shrubs and soft . <eos>,"there are other settlements close by , including pont-bellanger and beaumesnil . <eos>"
protests across the nation were suppressed . <eos>,the first of the first teams . <eos>,protests across the country were stopped . <eos>
